assetid,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,goalnetstanchioncolor2g,teamcolor2r,foundationyear,goalnetstanchioncolor2r,teamcolor3r,goalnetstanchioncolor1b,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,goalnetstanchioncolor2b,goalnetstanchioncolor1r,teamcolor2g,goalnetstanchioncolor1g,teamname,teamcolor3b,presassetone,powid,defensivestyle,hassubstitutionboard,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,defensivedepth,hasvikingclap,jerseytype,chancecreation,pitchcolor,pitchwear,popularity,hastifo,presassettwo,teamstadiumcapacity,stadiumgoalnetstyle,iscompetitionscarfenabled,cityid,defensivewidth,rivalteam,playsurfacetype,isbannerenabled,midfieldrating,stadiummowpattern_code,matchdayoverallrating,matchdaymidfieldrating,attackrating,playersinboxcorner,longitude,buildupplay,matchdaydefenserating,hasstandingcrowd,favoriteteamsheetid,defenserating,iscompetitionpoleflagenabled,skinnyflags,uefa_consecutive_wins,longkicktakerid,trait1vweak,iscompetitioncrowdcardsenabled,rightcornerkicktakerid,uefa_cl_wins,hassuncanthem,domesticcups,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,numtransfersin,playersinboxfk,stanchionflamethrower,stadiumgoalnetpattern,captainid,offensivestyle,personalityid,playersinboxcross,prev_el_champ,leftfreekicktakerid,leaguetitles,genericbanner,crowdregion,uefa_uecl_wins,overallrating,ballid,offensivewidth,profitability,utcoffset,penaltytakerid,pitchlinecolor,freekicktakerid,crowdskintonecode,internationalprestige,haslargeflag,trainingstadium,form,genericint1,trait1vstrong,matchdayattackrating
1943,10,220,215500,30,1,30,1899,1,204,1,30,2,50,18,2,1,1,30,1,AFC Bournemouth,18,0,-1,2,0,237477,0,2,-1,50,0,1,0,5,0,4,0,0,11307,0,0,65,60,17,0,2,75,1,76,75,79,2,-1,0,74,0,-1,74,0,0,0,224294,132232,2,237477,0,0,0,2,224294,3,1943,0,132232,0,2,0,0,194404,1,0,3,0,224294,0,0,3,0,76,68,80,5,0,225539,0,237477,2,1,0,366,0,-1,270472,79
1944,163,255,3700,26,95,11,1912,1,255,60,0,1,52,163,1,60,1,6,95,Cambridge United,0,0,-1,2,0,190620,0,2,-1,40,0,2,1,4,0,2,0,0,8127,0,0,92,40,1938,0,2,63,1,63,63,63,2,0,1,64,0,-1,64,0,0,0,190620,1049668,0,190620,0,0,0,2,212493,4,1944,0,1073220,0,2,0,0,188782,1,0,3,0,190620,0,0,3,0,63,55,50,8,0,190620,0,190620,2,1,0,316,0,-1,1052740,63
1947,0,225,2500,255,50,255,1864,20,51,20,0,1,53,153,1,20,20,255,50,Wrexham,102,0,-1,1,0,198489,0,10,-1,40,0,2,3,5,0,5,0,0,10771,0,0,863,50,127,0,0,64,1,64,64,64,2,-3,3,63,0,-1,63,0,0,0,198489,4202496,0,198489,0,0,0,2,198489,3,1947,0,544768,0,2,0,0,198489,2,1,5,0,210108,0,0,3,0,64,55,70,1,0,214896,0,210108,2,1,0,316,0,-1,526336,64
1951,240,240,5250,110,60,1,1893,0,255,1,1,1,51,255,1,100,240,1,240,Oxford United,255,0,-1,1,0,220940,0,7,-1,50,0,1,0,4,0,3,0,0,12500,0,0,364,60,1934,0,1,66,1,66,66,66,2,-1,0,66,0,-1,66,0,0,0,220940,4195344,0,220940,0,0,0,2,220940,5,1951,0,558096,0,2,0,0,235263,1,0,4,0,220940,0,0,3,0,66,55,70,4,0,220940,0,220940,2,1,0,316,0,-1,532496,66
1952,173,241,15250,1,1,1,1904,1,241,1,1,1,53,173,1,1,1,1,1,Hull City,1,0,-1,1,0,216451,0,3,-1,50,0,2,0,4,0,4,0,0,25586,0,2,223,40,8,0,2,72,1,71,72,72,2,0,0,69,0,-1,69,2,0,0,216451,139520,2,216451,0,0,0,6,216451,2,1952,0,315648,0,2,0,0,248602,2,0,3,0,216451,0,0,3,0,71,55,60,5,0,261336,0,216451,2,1,0,316,0,-1,4196608,72
1958,1,230,3000,255,255,255,1881,255,230,255,1,1,51,1,1,255,255,255,255,Leyton Orient,1,0,-1,1,0,201446,0,3,-1,50,0,2,3,4,0,2,0,0,9271,15,0,285,60,19,0,2,64,1,64,64,64,2,0,3,64,0,-1,64,0,0,0,201446,132105,2,238846,0,0,0,2,238846,6,1958,0,295945,0,2,0,1,194759,1,1,3,0,201446,0,0,3,0,64,55,70,6,0,201446,0,201446,2,1,0,316,0,-1,4202505,64
1960,255,255,98500,1,39,1,1912,18,255,30,255,1,51,255,1,30,18,1,39,Swansea City,255,0,-1,3,0,199960,0,7,-1,60,0,2,3,4,0,4,0,0,21088,8,2,470,50,1961,0,2,70,1,69,70,69,2,-3,3,68,0,-1,68,2,0,0,212118,66565,2,199960,0,0,0,2,199960,7,1960,0,82949,0,2,0,0,212118,1,1,4,0,212118,0,0,3,0,69,55,70,7,0,233941,0,212118,2,1,0,316,0,-1,139269,69
1961,93,16,70000,255,100,255,1899,1,16,1,170,1,51,93,1,1,1,255,100,Cardiff City,170,0,-1,2,0,237809,0,4,-1,40,0,2,3,4,0,5,0,0,33280,0,0,94,50,1960,0,2,70,1,70,70,69,2,-3,3,70,1,-1,70,0,0,0,237809,1056836,2,227929,0,0,1,3,227929,4,1961,0,1085508,0,2,0,0,227929,2,1,3,0,223905,0,0,3,0,70,55,60,6,0,227929,0,237809,2,1,0,316,0,-1,1050692,69
1962,1,1,3200,255,255,255,1883,255,11,187,240,1,51,60,1,255,0,255,94,Bristol Rovers,180,0,-1,1,0,231580,0,5,-1,60,0,2,1,4,0,3,0,0,12296,5,0,76,50,1919,0,0,63,1,64,63,65,2,-2,1,63,0,-1,63,0,0,0,231580,131140,0,231580,0,0,0,2,231580,8,1962,0,294980,0,2,0,0,244054,0,0,2,0,231580,0,0,3,0,64,55,50,5,0,231580,0,231580,2,1,0,316,0,-1,4194372,65
1968,245,245,5000,170,80,1,1910,0,250,220,0,2,36,250,2,220,0,60,80,Cádiz CF,111,0,-1,1,0,277068,0,4,-1,40,0,2,2,4,0,5,0,0,25033,0,1,574,40,481,0,1,76,1,75,76,74,2,-6,2,73,0,-1,74,2,0,0,229788,4198464,0,231280,0,0,0,4,210463,3,1968,0,542784,0,2,0,0,199247,3,0,4,0,229788,0,0,4,0,75,29,80,3,1,229788,0,277068,2,1,0,366,0,-1,526400,73
1971,15,15,11900,25,185,225,1902,185,255,185,15,1,51,40,1,185,185,33,185,Excelsior,30,0,-1,1,0,269471,0,1,-1,40,0,2,2,4,0,1,0,0,4500,31,2,412,40,100646,0,2,66,15,66,65,67,2,4,2,66,2,-1,66,2,0,0,269471,4198472,0,269471,0,0,0,2,269471,2,1971,0,526408,0,2,0,0,269436,3,0,2,0,269471,0,0,4,0,66,158,40,9,1,245902,0,269471,2,1,0,316,0,-1,526408,64
2002,54,214,3100,211,255,57,1925,255,214,255,46,1,55,54,1,255,255,49,255,Hvidovre IF,46,0,-1,3,0,220458,0,1,-1,50,0,2,2,4,0,2,0,0,12000,0,1,928,50,269,0,1,59,1,62,59,62,2,12,2,62,1,-1,62,1,0,0,220458,2097488,0,275743,0,0,1,4,275743,6,2002,0,2097488,0,2,0,0,231132,0,0,2,0,220458,3,0,7,0,62,80,50,6,1,231132,0,220458,2,1,0,316,0,-1,2097488,62
2013,255,255,22000,1,204,1,1945,202,50,206,255,1,50,63,1,206,202,1,204,Eupen,95,0,-1,2,0,251537,0,2,-1,40,0,1,3,4,0,1,0,0,8363,0,1,562,50,232,0,1,67,1,67,67,67,2,6,3,66,1,-1,66,1,0,0,251537,132160,0,251537,0,0,0,3,251537,6,2013,0,139328,0,2,0,0,251539,1,0,2,0,251537,0,0,8,0,67,122,70,9,1,251537,0,251537,2,1,0,316,0,-1,266304,67
2014,232,244,55000,127,125,1,1897,125,250,125,90,2,50,250,2,125,125,62,125,Union Saint-Gilloise,250,0,-1,3,0,256688,0,8,-1,50,0,2,2,4,0,4,0,0,9400,0,1,79,50,229,0,2,70,1,72,70,72,2,4,2,72,0,-1,72,2,0,0,210044,73728,0,244318,0,0,2,3,244318,2,2014,0,69632,0,2,0,1,184167,2,0,3,0,256688,11,0,8,0,72,122,60,4,1,256688,0,256688,2,2,0,316,0,-1,133120,72
2017,68,30,8400,255,204,255,1946,202,24,206,183,1,47,148,1,206,202,255,204,Hartberg,207,0,-1,2,0,232843,0,2,-1,40,0,2,2,4,0,2,0,0,5024,3,1,689,50,209,0,1,66,3,66,66,68,2,15,2,66,1,-1,66,1,0,0,221896,1056768,0,232843,0,0,0,2,232843,4,2017,0,1085440,0,2,0,0,244435,2,1,2,0,221896,0,0,4,0,66,58,50,8,1,235416,0,232843,2,1,0,316,0,-1,1050624,68
2056,178,102,10550,255,255,255,2002,255,1,255,255,1,35,1,1,255,102,255,178,Daegu FC,204,0,-1,1,0,225733,0,7,-1,50,0,1,2,4,0,3,0,0,12415,0,1,130,50,1474,0,1,65,1,67,66,67,2,128,2,67,1,-1,65,1,0,0,225733,4194560,1,225733,0,0,1,4,225733,7,2056,0,573696,0,2,0,0,225733,0,0,2,0,225733,0,0,2,0,65,42,60,4,9,225733,0,225733,4,4,0,316,0,-1,524544,70
8001,3,180,11000,15,100,15,2015,100,15,100,4,1,50,15,1,100,100,15,100,RWD Molenbeek,15,0,-1,1,0,204320,0,4,-1,60,0,2,1,4,0,1,0,0,7260,0,1,79,50,229,0,0,68,1,67,68,70,2,4,1,65,0,-1,65,1,0,0,204320,262208,0,204320,0,0,0,2,204320,2,8001,0,4194368,0,2,0,0,208214,0,0,3,0,204320,0,0,4,0,67,122,40,2,1,245652,0,204320,2,1,1,316,0,-1,524352,70
10020,255,255,6800,192,255,0,1939,255,20,255,0,1,38,100,1,255,255,128,255,Estoril,180,0,-1,1,0,270857,0,4,-1,50,0,2,1,4,0,2,0,0,8000,0,1,98,50,114510,0,1,69,3,71,70,71,2,-9,1,71,1,-1,71,1,0,0,270857,263232,0,235955,0,0,0,1,270857,5,10020,0,4228160,0,2,0,0,211561,1,0,3,0,270857,0,0,4,0,71,81,60,7,0,211561,0,270857,2,1,0,316,0,-1,532544,71
10029,93,31,331100,255,80,255,1899,80,1,80,166,2,49,48,2,80,80,255,80,TSG 1899 Hoffenheim,91,0,-1,1,1,215449,4,5,-1,50,0,2,3,4,0,1,1,0,30150,0,1,450,60,36,0,1,77,1,76,78,76,2,8,3,74,1,-1,75,1,0,0,216354,263168,3,216354,0,0,0,4,216354,8,10029,0,4211712,0,2,0,0,193698,1,0,7,0,216354,0,0,4,0,76,49,60,4,1,216354,0,215449,2,4,0,366,0,-1,532480,78
10030,109,1,29250,1,185,1,1907,185,255,185,179,1,51,255,1,185,185,1,185,SC Paderborn 07,255,0,-1,2,0,239925,4,6,-1,70,0,2,1,2,0,3,0,0,15000,0,1,367,50,159,0,1,69,1,68,69,67,2,8,1,67,1,-1,67,1,0,0,239925,132233,1,239925,0,0,0,2,239925,4,10030,0,172169,0,2,0,0,238363,1,1,4,0,239925,0,0,4,0,68,51,60,6,1,279948,0,239925,2,1,0,316,0,-1,266377,66
10031,1,1,17600,255,1,255,1914,1,1,1,1,1,37,1,1,1,1,255,1,Portimonense,1,0,-1,1,0,209828,0,3,-1,40,0,1,2,4,0,2,0,0,9544,0,1,644,50,489,0,1,69,1,70,70,68,2,-8,2,68,1,-1,69,1,0,0,209828,270408,0,209828,0,0,0,2,209828,2,10031,0,4214856,0,2,0,0,209828,2,0,2,0,209828,0,0,4,0,69,81,60,8,0,209828,0,209828,2,1,0,316,0,-1,526408,70
10032,1,1,28500,255,180,255,1908,180,252,180,1,1,46,252,1,180,180,255,180,FC Lugano,252,0,-1,2,0,210537,0,4,-1,50,0,1,1,4,0,1,0,0,6390,0,1,289,50,900,0,1,69,1,68,69,70,2,8,1,63,1,-1,63,1,0,0,229845,139392,0,229845,0,0,4,2,229845,2,10032,0,168064,0,2,0,0,229845,2,0,3,0,229845,3,0,4,0,68,151,60,8,1,240317,0,210537,2,2,0,316,0,-1,264320,70
10846,254,254,2540,1,255,1,1994,255,240,255,254,1,42,240,1,255,255,1,255,Burgos CF,240,0,-1,1,0,231733,0,1,-1,40,0,2,2,4,0,2,0,0,12194,0,2,862,40,110069,0,1,71,1,69,70,68,2,-3,2,68,2,-1,68,2,0,0,231733,4202560,0,231733,0,0,0,2,231733,5,10846,0,544832,0,2,0,0,233588,2,0,3,0,231733,0,0,4,0,69,31,60,6,1,231733,0,231733,2,1,0,316,0,-1,526400,68
15001,51,0,3600,255,192,255,1921,192,14,192,153,1,55,43,1,192,192,255,192,Lyngby BK,137,0,-1,3,0,245270,0,2,-1,50,0,2,1,4,0,2,0,0,10100,3,1,561,50,1788,0,1,65,3,64,65,64,2,12,1,64,1,-1,64,1,0,0,245270,66560,2,245270,0,0,3,6,245270,8,15001,0,82944,0,2,0,1,198534,1,1,2,0,245270,2,0,7,0,64,80,60,7,1,234489,0,245270,2,1,0,316,0,-1,139264,64
15009,250,250,9700,1,204,1,1929,202,250,206,250,1,47,250,1,206,202,1,204,Altach,1,0,-1,1,0,228058,0,4,-1,50,0,2,3,4,0,2,0,0,8500,8,1,15,50,781,0,1,65,1,65,65,65,2,9,3,65,1,-1,65,1,0,0,228058,4195392,0,252254,0,0,0,2,243618,2,15009,0,548928,0,2,0,0,223427,1,0,2,0,228058,0,0,4,0,65,58,60,9,1,229477,0,228058,2,2,0,316,0,-1,528448,65
15015,245,249,5750,1,1,1,1950,1,251,1,1,1,52,235,1,1,1,1,1,Burton Albion,10,0,-1,1,0,228153,0,4,-1,50,0,2,2,4,0,1,0,0,6912,0,2,86,40,91,0,2,64,1,64,64,64,2,-1,2,63,0,-1,63,2,0,0,228153,4194626,0,228153,0,0,0,2,228153,7,15015,0,524610,0,2,0,0,190247,0,0,3,0,228153,0,0,3,0,64,55,60,9,0,228153,0,228153,2,1,0,316,0,-1,524610,64
15040,170,1,10350,254,204,254,1930,202,1,206,87,1,47,1,1,206,202,254,204,WSG Tirol,1,0,-1,1,0,248471,0,1,-1,40,0,2,2,4,0,1,0,0,16008,0,1,754,50,15009,0,1,65,3,65,65,64,2,11,2,64,1,-1,64,1,0,0,248471,270400,0,248471,0,0,0,2,248471,4,15040,0,4214848,0,2,0,0,262404,2,1,2,0,248471,0,0,4,0,65,58,60,8,1,271005,0,248471,2,1,0,316,0,-1,526400,64
15048,255,255,2300,255,40,75,1884,0,42,60,255,1,53,66,1,60,0,75,40,Tranmere Rovers,128,0,-1,1,0,227947,0,7,-1,40,0,2,3,4,0,2,0,0,15573,0,2,687,60,4,0,2,62,1,61,62,61,2,-3,3,61,0,-1,61,2,0,0,227947,263296,0,227947,0,0,0,2,227947,3,15048,0,4211840,0,2,0,0,222947,1,0,5,0,227947,0,0,3,0,61,55,50,6,0,207620,0,227947,2,1,0,316,0,-1,532608,61
100081,1,204,27000,255,204,255,1971,202,245,206,1,1,50,1,1,206,202,255,204,Kortrijk,1,0,-1,1,0,264201,0,4,-1,40,0,2,2,4,0,3,0,1,9399,0,1,251,50,674,0,1,68,1,67,68,67,2,3,2,66,1,-1,66,1,0,0,264201,4195592,0,264201,0,0,0,2,264201,3,100081,0,549128,0,2,0,0,264201,1,0,2,0,264201,0,0,8,0,67,122,50,7,1,257438,0,264201,2,2,0,316,0,-1,528648,67
100087,255,255,23000,15,255,15,2002,255,0,255,255,1,50,153,1,255,255,15,255,OH Leuven,51,0,-1,1,0,209780,0,4,-1,40,0,2,2,4,0,3,0,0,10020,0,1,276,50,110724,0,1,68,1,68,68,69,2,4,2,69,1,-1,69,1,0,0,209780,4198466,0,209780,0,0,0,4,209780,4,100087,0,526402,0,2,0,0,209780,3,0,2,0,209780,0,0,8,0,68,122,40,6,1,209780,0,209780,2,1,0,316,0,-1,526402,69
100135,113,254,35000,1,255,1,1926,255,216,255,11,1,35,185,1,255,255,1,255,APOEL Nicosia FC,69,0,-1,2,0,214973,4,10,-1,50,0,1,0,4,1,4,0,0,22859,0,1,859,50,1884,0,1,68,3,69,68,70,2,33,0,67,0,-1,67,0,0,0,226866,132096,0,226866,0,0,21,4,226866,2,100135,0,155648,0,2,0,0,235812,1,1,3,0,214973,28,0,8,0,69,66,50,4,3,214973,0,214973,9,3,0,316,0,-1,266240,70
100325,73,2,6100,255,73,255,1907,2,2,155,155,1,60,73,1,155,2,255,73,HJK Helsinki,155,0,-1,3,0,234294,0,10,-1,50,0,2,0,4,0,4,0,1,10770,0,1,586,60,320,2,1,65,15,63,65,64,2,24,0,62,1,-1,62,1,0,0,234294,66564,0,234294,0,0,14,2,234294,6,100325,0,99332,0,2,0,0,272646,1,0,2,0,234294,32,0,7,0,63,190,50,5,2,239718,0,234294,2,1,0,316,0,-1,139268,64
100409,23,205,145345,57,1,1,1907,1,255,1,25,2,48,255,2,1,1,97,1,FC Augsburg,255,0,-1,1,1,238581,0,4,-1,50,0,2,2,4,0,3,0,0,30660,0,1,28,60,21,0,1,74,1,74,74,76,2,10,2,75,1,-1,75,1,0,0,238581,263176,3,237629,0,0,0,1,237629,5,100409,0,4202504,0,2,0,0,238900,1,0,3,0,238581,0,0,4,0,74,49,60,7,1,238900,0,238581,2,3,0,366,0,-1,528392,73
100632,23,193,16100,62,75,244,1902,75,218,75,26,1,52,54,1,75,75,215,75,Go Ahead Eagles,44,0,-1,1,0,262403,0,2,-1,40,0,1,1,4,0,3,0,0,10400,0,2,563,40,1914,0,2,68,1,69,69,66,2,6,1,69,2,-1,68,2,0,0,262403,270408,0,262403,0,0,0,2,262403,2,100632,0,4214856,0,2,0,0,217585,2,0,4,0,262403,4,0,4,0,68,158,50,6,1,262403,0,262403,2,1,0,316,0,-1,526408,67
100634,255,255,25450,15,20,15,1903,20,235,20,255,1,52,235,1,20,20,15,20,Heracles Almelo,235,0,-1,1,0,237647,0,3,-1,50,0,1,3,4,0,3,0,0,12080,0,2,13,50,1908,0,2,67,15,67,67,66,2,6,3,67,2,-1,66,2,0,0,189715,263424,2,189715,0,0,0,3,189715,1,100634,0,4219136,0,2,0,0,231823,1,0,3,0,189715,0,0,4,0,67,158,50,8,1,241835,0,237647,2,1,0,316,0,-1,528640,65
100646,23,228,26340,255,175,255,1888,175,10,175,31,1,51,10,1,175,175,255,175,Sparta Rotterdam,10,0,-1,1,0,255594,0,4,-1,50,0,2,1,4,0,4,0,0,11000,1,2,412,40,246,0,2,68,1,69,68,68,2,4,1,68,2,-1,67,2,0,0,255594,139268,2,236037,0,0,3,3,236037,7,100646,0,315396,0,2,0,0,216193,2,0,4,0,255594,6,0,4,0,68,158,50,5,1,230737,0,255594,2,1,0,316,0,-1,4196356,69
100757,28,237,2200,255,28,255,1948,237,128,36,36,1,44,128,1,36,237,255,28,Dinamo București,128,0,-1,1,0,211042,0,4,-1,50,0,2,3,4,0,5,0,0,8207,4,1,768,60,100761,0,1,64,1,65,64,65,2,26,3,65,1,-1,65,1,0,0,211042,132096,1,211042,0,0,13,3,211042,7,100757,0,270336,0,2,0,0,251065,1,0,3,0,248834,18,0,5,0,65,180,60,10,2,248834,0,211042,2,2,0,316,0,-1,4198400,65
100761,1,204,13000,204,1,1,2003,1,1,1,1,1,44,1,1,1,1,1,1,FCSB,1,0,-1,1,0,247972,0,10,-1,50,0,1,1,4,0,6,0,0,55634,0,1,719,50,310,0,1,68,1,68,68,70,2,26,1,67,1,-1,67,1,0,0,247972,263297,0,238274,1,0,3,3,238274,4,100761,0,4235393,0,2,0,0,247972,1,0,4,0,247972,5,0,5,0,68,180,50,1,2,247972,0,247972,2,4,0,316,0,-1,528513,70
100804,100,45,4000,255,80,255,1884,25,51,25,220,1,56,120,1,25,25,255,80,St. Johnstone,220,0,-1,1,0,233050,0,4,-1,50,0,2,2,4,0,2,0,0,10696,0,0,375,50,180,0,0,64,0,64,64,59,2,-3,2,64,0,-1,64,0,0,0,229508,4195648,0,259389,0,0,2,1,259389,2,100804,0,542016,0,2,0,0,232668,1,0,2,0,233050,0,0,3,0,64,90,60,8,0,193627,0,233050,2,1,0,316,0,-1,532800,59
100805,255,255,3200,1,1,1,1877,1,250,1,255,1,55,1,1,1,1,1,1,St. Mirren,1,0,-1,1,0,214641,0,3,-1,50,0,2,2,4,0,3,0,0,8023,0,1,674,50,80,0,2,65,1,64,65,63,2,-4,2,65,0,-1,65,1,0,0,214641,4202816,0,214641,0,0,3,2,214641,4,100805,0,545088,0,2,0,0,211536,2,0,3,0,214641,0,0,3,0,64,90,60,7,0,211536,0,214641,2,1,0,316,0,-1,526656,63
100831,217,233,2500,190,60,30,1971,0,255,140,79,1,40,255,1,140,0,110,60,AD Alcorcón,255,0,-1,1,0,193421,0,5,-1,40,0,2,3,4,0,3,0,0,5100,0,2,9,60,480,0,0,67,1,68,67,67,2,-3,3,67,0,-1,67,2,0,0,193421,263176,0,193421,0,0,0,5,193421,2,100831,0,4202504,0,2,0,0,193421,1,1,2,0,193421,0,0,4,0,67,31,50,3,1,236392,0,193421,2,1,0,316,0,-1,528392,67
100851,254,254,3000,5,222,6,1995,222,138,222,254,1,37,5,1,222,222,4,222,FC Cartagena,37,0,-1,2,0,208817,0,4,-1,40,0,2,3,4,0,3,0,0,15105,0,2,823,40,468,0,1,67,1,67,67,67,2,0,3,67,0,-1,68,2,0,0,208817,1048640,0,224305,0,0,0,2,208817,6,100851,0,1065024,0,2,0,0,189709,0,0,2,0,208817,0,0,4,0,67,31,50,5,1,190747,0,208817,2,1,0,316,0,-1,1048640,67
100888,90,70,10750,255,129,255,1928,120,245,120,190,1,40,245,1,120,120,255,120,CD Leganés,255,0,-1,1,0,241463,4,7,-1,60,0,2,3,4,0,3,0,0,12454,0,2,271,50,1860,0,1,70,1,70,70,69,2,-3,3,72,0,-1,70,2,0,0,241463,132112,2,241463,0,0,0,4,241463,3,100888,0,286736,0,2,0,0,221652,1,0,2,0,193844,0,0,4,0,70,31,50,2,1,240589,0,241463,2,1,0,316,0,-1,4198416,69
101007,236,251,24730,99,255,1,1910,255,3,255,11,1,39,3,1,255,255,16,255,MKE Ankaragücü,3,0,-1,1,0,243914,0,4,-1,50,0,2,0,4,0,6,0,1,22000,0,1,18,50,101033,0,1,70,0,70,70,72,2,32,0,69,1,-1,67,1,0,0,243914,132160,0,243914,0,0,2,3,243914,4,101007,0,296000,0,2,0,1,200754,1,1,2,0,243914,0,0,1,0,70,98,60,8,3,243914,0,243914,9,2,0,316,0,-1,4202560,70
101014,102,51,49500,1,255,255,2014,255,50,255,204,2,41,100,2,255,255,102,255,Istanbul Başakşehir FK,200,0,-1,1,0,215531,0,8,-1,40,0,1,0,4,0,6,0,0,17300,0,1,231,50,325,0,1,72,1,72,72,70,2,28,0,70,1,-1,71,1,0,0,215531,132098,0,215531,0,0,0,3,215531,4,101014,0,312322,0,2,0,0,190593,1,1,4,0,215531,1,0,1,0,72,98,60,8,3,223113,0,215531,9,5,0,316,0,-1,4202498,70
101016,206,154,34000,102,255,1,1940,255,154,255,254,1,37,206,1,255,255,0,255,Adana Demirspor,254,0,-1,1,0,214570,0,2,-1,50,0,2,0,4,0,2,0,0,33000,0,0,584,50,741,0,1,69,0,71,68,72,2,35,0,72,1,-1,72,1,0,0,214570,270592,0,214570,0,0,0,3,214570,2,101016,0,4231424,0,2,0,0,263020,2,1,4,0,214570,0,0,1,0,71,98,50,6,3,186627,0,214570,9,1,0,316,0,-1,526592,71
101020,204,255,17000,3,1,198,1966,1,255,1,1,1,38,204,1,1,1,2,1,Kayserispor,1,0,-1,3,0,201041,0,4,-1,40,0,2,1,4,0,2,0,0,32864,0,1,242,40,101041,0,1,69,1,68,69,69,2,35,1,64,1,-1,64,1,0,0,224890,2097224,0,224890,0,0,1,2,224890,6,101020,0,2113608,0,2,0,0,240409,0,1,3,0,224890,0,0,1,0,68,98,60,10,3,224890,0,201041,9,2,0,316,0,-1,2097224,67
101028,35,172,20600,255,192,255,1967,192,255,192,43,1,36,255,1,192,192,255,192,Hatayspor,255,0,-1,1,0,241094,0,1,-1,36,0,2,1,4,0,2,0,0,25000,0,1,827,50,110776,0,1,66,1,69,67,70,2,36,1,68,1,-1,68,0,0,0,256306,139264,0,256306,0,0,0,2,256306,2,101028,0,299008,0,2,0,0,199683,2,1,4,0,241094,0,0,1,0,68,98,50,9,3,215965,0,241094,9,1,0,316,0,-1,4196352,72
101033,142,38,24800,255,255,255,1922,255,31,255,117,1,37,160,1,255,255,255,255,Konyaspor,130,0,-1,1,0,243001,0,6,-1,60,0,2,3,4,0,3,0,0,41981,25,1,250,60,101020,0,1,69,0,69,69,67,2,32,3,70,1,-1,69,1,0,0,243001,132160,0,243001,0,0,1,4,224885,4,101033,0,286784,0,2,0,1,224885,1,0,4,0,243001,0,0,1,0,69,98,60,7,3,210521,0,243001,9,3,0,316,0,-1,4198464,67
101037,173,28,13800,216,255,82,1953,255,255,255,86,1,41,255,1,255,255,128,255,Çaykur Rizespor,255,0,-1,1,0,212045,4,3,-1,36,0,1,1,4,0,2,0,0,15558,0,1,406,50,436,0,1,69,3,68,69,69,2,40,1,66,0,-1,66,1,0,0,189165,270594,0,212045,0,0,0,3,212045,2,101037,0,4215042,0,2,0,0,229637,2,1,3,0,189165,0,0,1,0,68,98,50,9,3,189165,0,212045,9,2,0,316,0,-1,526594,69
101041,0,255,20000,255,255,255,1967,255,225,255,0,1,39,26,1,255,255,255,255,Sivasspor,39,0,-1,1,0,230800,0,5,-1,50,0,2,1,4,0,4,0,0,27532,0,1,453,50,101020,0,1,69,0,69,70,74,2,37,1,66,1,-1,65,1,0,0,232241,4202824,0,232241,0,0,1,4,232241,5,101041,0,545096,0,2,0,0,223709,2,0,2,0,230800,0,0,1,0,68,98,60,8,3,230800,0,230800,9,2,0,316,0,-1,526664,77
101047,255,255,100000,150,125,0,1927,125,255,125,255,1,50,255,1,125,125,60,125,Dynamo Kyiv,255,0,-1,2,0,194794,0,10,-1,50,0,2,3,4,0,7,0,0,70050,0,1,698,60,101059,0,1,72,3,72,72,72,2,30,3,71,0,-1,71,1,0,0,194794,132240,0,194794,0,0,13,2,194794,10,101047,0,188560,0,2,0,0,244373,1,0,5,0,194794,16,0,5,0,72,159,70,8,2,194794,0,194794,2,6,0,316,0,-1,266384,72
101059,80,240,160000,1,1,1,1936,1,255,1,0,2,48,90,2,1,1,1,1,Shakhtar Donetsk,44,0,-1,2,0,237055,0,10,-1,60,0,1,0,4,0,8,0,0,52667,33,1,140,40,101047,0,1,72,1,72,72,72,2,37,0,72,0,-1,72,1,0,0,237055,132226,0,237055,0,0,13,2,237055,6,101059,1,181378,0,2,0,0,229528,1,0,6,0,237055,14,0,5,0,72,130,50,8,2,237055,0,237055,2,7,0,316,0,-1,270466,72
101083,22,252,90500,255,255,255,1905,255,252,255,28,1,-34,22,1,255,255,255,255,Estudiantes de La Plata,28,0,-1,3,0,143121,0,8,-1,60,0,2,0,4,0,6,0,1,30018,4,0,259,50,101084,0,1,72,1,72,72,70,2,-57,0,71,1,-1,71,1,1,0,143121,66565,2,143121,4,0,0,4,143121,7,101083,0,90117,0,2,0,0,143121,1,0,5,0,260404,6,0,1,0,72,39,60,7,-3,242426,0,143121,7,8,0,316,0,-1,135173,70
101084,255,255,10000,98,255,18,1887,255,255,255,255,1,-34,255,1,255,255,21,255,Gimnasia y Esgrima La Plata,255,0,-1,1,0,210950,0,2,-1,50,0,2,2,4,0,4,0,1,21500,0,0,259,50,101083,0,1,70,1,69,70,68,2,-57,2,68,1,-1,68,1,1,0,210950,4202752,2,210950,0,0,0,4,210950,9,101084,0,528640,0,2,0,1,240640,2,0,4,0,210950,1,0,1,0,69,39,50,2,-3,210950,0,210950,7,1,0,316,0,-1,526592,68
