firstnameid,lastnameid,playerjerseynameid,commonnameid,gkglovetypecode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,accessorycolourcode1,headtypecode,driref,sprintspeed,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,artificialkey,usercaneditname,avatarpomid,attackingworkrate,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,eyebrowcode,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,defensiveworkrate,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,playerid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,overallrating,smallsidedshoetypecode,emotion,runstylecode,muscularitycode,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode
26156,26156,26156,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,30914,1,1,1,1,1,1,0,94,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159923,1,0,0,14,1,0,3,27,2,0,1,30914,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
26157,26157,26157,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,30915,1,1,1,1,1,1,0,95,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159923,1,0,0,14,1,0,3,27,2,0,1,30915,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
26158,26158,26158,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,30916,1,1,1,1,1,1,0,96,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159923,1,0,0,14,1,0,3,27,3,0,1,30916,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
26159,26159,26159,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,30917,1,1,1,1,1,1,0,97,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159923,1,0,0,14,1,0,3,27,3,0,1,30917,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
26160,26160,26160,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,30918,1,1,1,1,1,1,0,98,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159923,1,0,0,14,1,0,3,27,4,0,1,30918,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
26161,26161,26161,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,30919,1,1,1,1,1,1,0,99,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,159923,1,0,0,14,1,0,3,27,4,0,1,30919,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
8161,36658,36658,0,0,103,0,0,56,1,72,0,0,0,65,0,501,56,-1,75,73,0,0,70,1,0,63,0,60,70,1,0,64,70,69,2026,76,78,46,0,0,7000,75,68,186,3,0,-1,78,0,146600,14,0,75,72,75,0,1,83,0,0,0,67,1,30956,1,59,1,68,60,3,0,100,0,0,0,0,49,73,67,66,0,5,0,0,1,3,0,0,0,160161,1,0,0,18,2,0,4,80,4,0,75,30956,0,1,0,3,0,73,5,0,70,500,3,0,0,0,0,0,0,0,5,0,70,62,0,-1,58,0,0,0
11341,32429,12423,0,0,104,13,0,1,1,1,0,0,0,1,0,267,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,6003,1,1,170,0,0,-1,1,0,146600,16,0,1,2,1,0,0,56,0,0,0,1,1,30957,1,1,1,1,1,1,0,101,0,0,0,0,1,1,1,1,0,5,0,0,1,3,0,0,0,160130,1,0,0,14,1,0,3,27,2,0,1,30957,0,1,0,1,0,1,4,0,1,500,3,0,0,0,0,0,0,0,9,0,1,1,0,-1,1,0,0,0
38042,5143,5143,0,0,100,13,0,49,1,54,0,0,0,60,0,279,70,-1,68,66,0,0,55,1,0,70,0,52,70,1,0,68,79,48,2026,51,69,70,0,0,6025,69,70,180,3,0,-1,71,0,146600,5,0,72,72,62,0,1,78,0,0,0,62,1,30958,1,70,1,71,58,3,0,102,0,0,0,0,72,67,60,70,0,6,0,0,1,9,0,0,0,160332,1,0,0,14,2,0,4,75,2,0,73,30958,0,1,0,3,0,55,4,0,70,500,3,0,0,0,0,0,0,0,2,0,69,70,0,-1,42,0,0,0
34589,33396,12423,0,0,101,4,0,68,1,71,0,0,0,69,0,286,63,-1,66,88,0,0,72,12,0,59,0,69,70,13,0,66,71,66,2026,71,70,62,0,0,9501,70,70,175,3,0,-1,70,0,152199,25,0,71,70,70,0,1,76,0,0,0,66,1,30959,15,60,1,71,72,2,0,103,0,0,0,0,70,70,69,70,0,4,0,0,13,3,0,0,0,160332,1,0,0,14,1,0,3,74,3,0,70,30959,0,14,0,2,0,72,4,0,70,500,3,0,0,0,0,0,0,0,2,0,70,55,0,-1,69,0,0,6
10100,36805,36805,0,0,104,2,0,68,1,71,0,0,0,69,0,501,63,-1,66,88,0,0,72,11,0,59,0,69,70,11,0,66,71,66,2026,71,70,62,0,0,9000,70,70,178,3,0,-1,70,0,150401,25,0,71,70,70,0,1,71,0,0,0,66,1,30960,11,60,1,71,72,2,0,104,0,0,0,0,70,70,69,70,0,6,0,0,11,2,0,0,0,160332,1,0,0,14,2,0,3,74,3,0,70,30960,0,12,0,2,0,72,2,0,70,500,3,0,0,0,0,0,0,0,1,0,70,55,0,-1,69,0,0,3
28032,23271,12423,0,0,100,5,0,58,1,59,0,0,0,61,0,501,70,-1,67,71,0,0,71,4,0,68,0,65,70,13,0,61,78,56,2026,67,68,68,0,0,7019,68,67,195,3,0,-1,75,0,150500,5,0,71,73,77,0,1,95,0,0,0,57,1,30961,11,69,1,65,66,1,0,105,0,0,0,0,72,68,63,72,0,5,0,0,5,3,0,0,0,160332,1,0,0,14,1,0,2,80,4,0,67,30961,0,12,0,1,0,69,4,0,70,500,3,0,0,0,0,0,0,0,5,0,67,69,0,-1,62,0,0,3
33254,8300,8300,0,0,150,0,0,56,1,72,0,0,0,65,0,524,56,-1,75,73,0,0,70,1,0,63,0,60,70,1,0,64,70,69,2026,76,78,46,0,0,7000,75,68,179,0,0,-1,78,0,147791,14,0,75,72,75,0,0,75,0,0,0,67,1,30962,1,59,1,68,60,3,0,106,0,0,0,0,49,73,67,66,0,3,0,0,1,9,0,0,0,160332,1,0,0,95,1,0,3,80,4,0,75,30962,0,1,0,3,0,73,5,0,70,500,3,0,0,0,0,0,0,0,3,0,70,62,0,-1,58,0,0,0
11341,32429,12423,0,0,104,0,0,1,0,1,0,0,0,1,0,299,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,8500,1,1,171,0,0,-1,1,0,146600,16,0,1,2,1,0,0,60,0,0,0,1,1,30963,1,1,1,1,1,1,0,107,0,0,0,0,1,1,1,1,0,6,0,0,1,9,0,0,0,160130,1,0,0,14,1,0,3,27,2,0,1,30963,0,1,0,1,0,1,8,0,1,500,3,0,0,0,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
11341,32429,12423,0,0,100,0,0,1,0,1,0,0,0,1,0,296,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,10026,1,1,170,0,0,-1,1,0,146600,16,0,1,2,1,0,0,60,0,0,0,1,1,30964,1,1,1,1,1,1,0,108,0,0,0,0,1,1,1,1,0,5,0,0,1,9,0,0,0,160130,1,0,0,14,1,0,3,27,3,0,1,30964,0,1,0,1,0,1,9,0,1,500,3,0,0,0,0,0,0,0,8,0,1,1,0,-1,1,0,0,0
11341,32429,12423,0,0,100,6,0,1,1,1,0,0,0,1,0,550,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2026,1,1,1,0,0,10000,1,1,156,0,0,-1,1,0,146600,16,0,1,2,1,0,0,52,0,0,0,1,1,30965,1,1,1,1,1,1,0,109,0,0,0,0,1,1,1,1,0,4,0,0,1,9,0,0,0,160130,1,0,0,14,1,0,3,27,3,0,1,30965,0,1,0,1,0,1,7,0,1,500,3,0,0,0,0,0,0,0,8,0,1,1,0,-1,1,0,0,0
8853,9461,9461,0,0,0,0,3,73,0,73,0,0,0,91,0,55,38,-1,66,86,0,0,84,10,0,44,0,74,89,14,0,85,85,77,2026,93,79,35,0,0,1008,80,86,189,1,0,-1,93,2,144419,25,0,84,87,92,136839172,0,88,1,0,16,70,0,31432,8,44,3,76,81,3,0,110,0,0,2,0,75,88,74,94,0,0,11,0,11,9,0,0,0,160432,0,2,0,108,1,0,4,89,3,0,86,31432,0,6,0,3,1040,90,8,0,89,502,4,0,0,0,0,0,3,0,5,0,87,36,2,-1,90,0,0,0
30013,25336,30008,30008,0,0,0,0,85,0,89,0,0,0,95,0,25,40,-1,73,88,0,0,88,5,0,40,15,72,94,6,0,94,89,80,2027,97,96,35,0,0,527,94,94,183,1,0,-1,83,1,143884,25,0,94,75,93,1114113,0,78,0,0,4194304,83,0,37576,11,43,5,84,88,4,0,111,0,0,0,0,46,95,79,84,0,1,10,0,11,3,0,0,0,160432,0,0,0,54,1,0,5,79,3,0,81,37576,0,6,0,4,0,94,5,0,94,500,3,0,0,0,0,0,0,0,24,0,94,36,1,-1,95,0,0,0
11342,27205,12423,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,5500,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,0,0,0,1,0,40007,1,1,1,1,1,1,0,112,0,0,0,0,1,1,1,1,0,0,0,0,1,4,0,0,0,160097,0,0,0,14,1,0,3,27,2,0,1,40007,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
11342,32429,12423,0,0,2,3,0,1,0,1,0,0,0,1,0,78,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,5500,1,1,178,0,0,-1,1,0,142745,16,0,1,2,1,0,0,74,0,0,0,1,0,40016,1,1,1,1,1,1,0,113,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,160130,0,0,0,14,1,0,3,27,4,0,1,40016,0,1,0,1,0,1,2,0,1,500,3,0,0,0,0,0,0,0,2,0,1,1,0,-1,1,0,0,3
7665,7665,7665,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40030,1,1,1,1,1,1,0,114,0,0,0,0,1,1,1,1,0,0,0,0,1,3,0,0,0,160231,0,0,0,14,1,0,3,27,2,0,1,40030,0,1,0,1,0,1,6,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
7666,7666,7666,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40031,1,1,1,1,1,1,0,115,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,160231,0,0,0,14,1,0,3,27,3,0,1,40031,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
11342,27205,12423,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,5500,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40032,1,1,1,1,1,1,0,116,0,0,0,0,1,1,1,1,0,0,0,0,1,4,0,0,0,160097,0,0,0,14,1,0,3,27,4,0,1,40032,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
7667,7667,7667,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40033,1,1,1,1,1,1,0,117,0,0,0,0,1,1,1,1,0,0,0,0,1,4,0,0,0,160231,0,0,0,14,1,0,3,27,4,0,1,40033,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
7668,7668,7668,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40034,1,1,1,1,1,1,0,118,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,160231,0,0,0,14,1,0,3,27,2,0,1,40034,0,1,0,1,0,1,3,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
7669,7669,7669,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40035,1,1,1,1,1,1,0,119,0,0,0,0,1,1,1,1,0,0,0,0,1,4,0,0,0,160231,0,0,0,14,1,0,3,27,2,0,1,40035,0,1,0,1,0,1,4,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
7670,7670,7670,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40036,1,1,1,1,1,1,0,120,0,0,0,0,1,1,1,1,0,0,0,0,1,3,0,0,0,160231,0,0,0,14,1,0,3,27,3,0,1,40036,0,1,0,1,0,1,4,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
7671,7671,7671,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40037,1,1,1,1,1,1,0,121,0,0,0,0,1,1,1,1,0,0,0,0,1,3,0,0,0,160231,0,0,0,14,1,0,3,27,3,0,1,40037,0,1,0,1,0,1,8,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
11342,32429,12423,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,5500,1,1,184,0,0,-1,1,0,146600,16,0,1,2,1,0,0,82,0,0,0,1,0,40038,1,1,1,1,1,1,0,122,0,0,0,0,1,1,1,1,0,0,0,0,1,9,0,0,0,160231,0,0,0,14,1,0,3,27,4,0,1,40038,0,1,0,1,0,1,9,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
11342,27205,12423,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,5500,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40039,1,1,1,1,1,1,0,123,0,0,0,0,1,1,1,1,0,0,0,0,1,3,0,0,0,160130,0,0,0,14,1,0,3,27,4,0,1,40039,0,1,0,1,0,1,4,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
7672,7672,7672,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40040,1,1,1,1,1,1,0,124,0,0,0,0,1,1,1,1,0,0,0,0,1,3,0,0,0,160231,0,0,0,14,1,0,3,27,2,0,1,40040,0,1,0,1,0,1,5,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
11342,32429,12423,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,5500,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40041,1,1,1,1,1,1,0,125,0,0,0,0,1,1,1,1,0,0,0,0,1,4,0,0,0,160097,0,0,0,14,1,0,3,27,3,0,1,40041,0,1,0,1,0,1,5,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
11342,32429,12423,0,0,2,6,0,1,0,1,0,0,0,1,0,12,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,5500,1,1,177,0,0,-1,1,0,144853,16,0,1,2,1,0,0,67,1,0,0,1,0,40042,1,1,1,1,1,1,0,126,0,0,0,0,1,1,1,1,0,0,0,0,1,3,0,0,0,160130,0,0,0,14,1,0,3,27,3,0,1,40042,0,1,0,1,0,1,5,0,1,500,3,0,0,0,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
7673,7673,7673,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40043,1,1,1,1,1,1,0,127,0,0,0,0,1,1,1,1,0,0,0,0,1,5,0,0,0,160231,0,0,0,14,1,0,3,27,4,0,1,40043,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
11342,32429,12423,0,0,0,0,6,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,5500,1,1,188,0,0,-1,1,0,143888,16,0,1,2,1,0,0,85,1,0,0,1,0,40044,1,1,1,1,1,1,0,128,0,0,0,0,1,1,1,1,0,0,0,0,1,3,0,0,0,160130,0,0,0,14,1,0,3,27,4,0,1,40044,0,1,0,1,0,1,3,0,1,500,3,0,0,0,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
7674,7674,7674,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40045,1,1,1,1,1,1,0,129,0,0,0,0,1,1,1,1,0,0,0,0,1,8,0,0,0,160231,0,0,0,14,1,0,3,27,2,0,1,40045,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
11342,32429,12423,0,0,0,0,6,1,0,1,0,0,0,1,0,129,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,5500,1,1,180,0,0,-1,1,0,142466,16,0,1,2,1,0,0,75,1,0,0,1,0,40046,1,1,1,1,1,1,0,130,0,0,0,0,1,1,1,1,0,0,0,0,1,4,0,0,0,160130,0,0,0,14,1,0,3,27,2,0,1,40046,0,1,0,1,0,1,3,0,1,500,3,0,0,0,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
7675,7675,7675,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40047,1,1,1,1,1,1,0,131,0,0,0,0,1,1,1,1,0,0,0,0,1,4,0,0,0,160231,0,0,0,14,1,0,3,27,3,0,1,40047,0,1,0,1,0,1,3,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
27205,22030,22030,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40048,1,1,1,1,1,1,0,132,0,0,0,0,1,1,1,1,0,0,0,0,1,3,0,0,0,160097,0,0,0,14,1,0,3,27,3,0,1,40048,0,1,0,1,0,1,5,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
11342,32429,12423,0,0,0,3,1,1,0,1,0,0,0,1,0,6,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,5500,1,1,189,0,0,-1,1,0,144660,16,0,1,2,1,0,0,87,1,0,0,1,0,40049,1,1,1,1,1,1,0,133,0,0,0,0,1,1,1,1,0,2,0,0,1,3,0,0,0,160130,0,0,0,14,1,0,3,27,4,0,1,40049,0,1,0,1,0,1,7,0,1,500,3,0,0,0,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
11342,32429,12423,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,5500,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40050,1,1,1,1,1,1,0,134,0,0,0,0,1,1,1,1,0,0,0,0,1,9,0,0,0,160097,0,0,0,14,1,0,3,27,2,0,1,40050,0,1,0,1,0,1,9,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
7676,7676,7676,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40051,1,1,1,1,1,1,0,135,0,0,0,0,1,1,1,1,0,0,0,0,1,3,0,0,0,160231,0,0,0,14,1,0,3,27,2,0,1,40051,0,1,0,1,0,1,4,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
7677,7677,7677,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40052,1,1,1,1,1,1,0,136,0,0,0,0,1,1,1,1,0,0,0,0,1,3,0,0,0,160231,0,0,0,14,1,0,3,27,3,0,1,40052,0,1,0,1,0,1,3,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
7678,7678,7678,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40053,1,1,1,1,1,1,0,137,0,0,0,0,1,1,1,1,0,0,0,0,1,5,0,0,0,160231,0,0,0,14,1,0,3,27,3,0,1,40053,0,1,0,1,0,1,2,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
7679,7679,7679,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40054,1,1,1,1,1,1,0,138,0,0,0,0,1,1,1,1,0,0,0,0,1,7,0,0,0,160231,0,0,0,14,1,0,3,27,4,0,1,40054,0,1,0,1,0,1,4,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
7680,7680,7680,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40055,1,1,1,1,1,1,0,139,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,160231,0,0,0,14,1,0,3,27,4,0,1,40055,0,1,0,1,0,1,3,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
7681,7681,7681,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,1,1,1,180,0,0,-1,1,0,146600,16,0,1,2,1,0,0,75,1,0,0,1,0,40056,1,1,1,1,1,1,0,140,0,0,0,0,1,1,1,1,0,0,0,0,1,4,0,0,0,160231,0,0,0,14,1,0,3,27,2,0,1,40056,0,1,0,1,0,1,9,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
11342,32429,12423,0,0,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2027,1,1,1,0,0,5500,1,1,140,0,0,-1,1,0,155342,16,0,1,2,1,0,0,41,1,0,0,1,0,40057,1,1,1,1,1,1,0,141,0,0,0,0,1,1,1,1,0,0,0,0,1,5,1,0,0,160130,0,0,0,14,1,0,3,27,3,0,1,40057,0,1,0,1,0,1,4,0,1,500,3,0,0,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
