assetid,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,goalnetstanchioncolor2g,teamcolor2r,foundationyear,goalnetstanchioncolor2r,teamcolor3r,goalnetstanchioncolor1b,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,goalnetstanchioncolor2b,goalnetstanchioncolor1r,teamcolor2g,goalnetstanchioncolor1g,teamname,teamcolor3b,presassetone,powid,defensivestyle,hassubstitutionboard,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,defensivedepth,hasvikingclap,jerseytype,chancecreation,pitchcolor,pitchwear,popularity,hastifo,presassettwo,teamstadiumcapacity,stadiumgoalnetstyle,iscompetitionscarfenabled,cityid,defensivewidth,rivalteam,playsurfacetype,isbannerenabled,midfieldrating,stadiummowpattern_code,matchdayoverallrating,matchdaymidfieldrating,attackrating,playersinboxcorner,longitude,buildupplay,matchdaydefenserating,hasstandingcrowd,favoriteteamsheetid,defenserating,iscompetitionpoleflagenabled,skinnyflags,uefa_consecutive_wins,longkicktakerid,trait1vweak,iscompetitioncrowdcardsenabled,rightcornerkicktakerid,uefa_cl_wins,hassuncanthem,domesticcups,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,numtransfersin,playersinboxfk,stanchionflamethrower,stadiumgoalnetpattern,captainid,offensivestyle,personalityid,playersinboxcross,prev_el_champ,leftfreekicktakerid,leaguetitles,genericbanner,crowdregion,uefa_uecl_wins,overallrating,ballid,offensivewidth,profitability,utcoffset,penaltytakerid,pitchlinecolor,freekicktakerid,crowdskintonecode,internationalprestige,haslargeflag,trainingstadium,form,genericint1,trait1vstrong,matchdayattackrating
101028,35,172,20600,255,192,255,1967,192,255,192,43,1,36,255,1,192,192,255,192,Hatayspor,255,0,-1,1,0,232090,0,1,-1,50,0,2,1,4,0,2,0,0,25000,0,1,827,50,110776,0,1,67,1,68,68,68,2,36,1,67,1,-1,67,0,0,0,232090,139264,0,232090,0,0,0,2,232090,2,101028,0,299008,0,2,0,0,199683,2,1,4,0,232090,0,0,1,0,67,98,50,9,3,234710,0,232090,9,1,0,316,0,-1,4196352,67
101033,142,38,24800,255,255,255,1922,255,31,255,117,1,37,160,1,255,255,255,255,Konyaspor,130,0,-1,1,0,224885,0,6,-1,50,0,2,3,4,0,3,0,0,41981,25,1,250,60,101020,0,1,70,0,69,69,68,2,32,3,69,1,-1,71,1,0,0,224885,132160,0,224885,0,0,1,1,224885,4,101033,0,286784,0,2,0,1,224885,1,1,4,0,243001,0,0,1,0,70,98,60,7,3,210521,0,224885,9,3,0,316,0,-1,4198464,69
101037,173,28,13800,216,255,82,1953,255,255,255,86,1,41,255,1,255,255,128,255,Çaykur Rizespor,255,0,-1,1,0,230665,4,3,-1,40,0,1,3,4,0,2,0,0,15558,0,1,406,60,436,0,1,68,3,68,69,69,2,40,3,66,0,-1,65,1,0,0,230665,270594,0,230665,0,0,0,3,230665,2,101037,0,4215042,0,2,0,0,229637,2,1,2,0,230665,0,0,1,0,68,98,50,9,3,230665,0,230665,9,2,0,316,0,-1,526594,69
101041,0,255,20000,255,255,255,1967,255,225,255,0,1,39,26,1,255,255,255,255,Sivasspor,39,0,-1,1,0,204372,0,5,-1,50,0,2,2,4,0,4,0,0,27532,0,1,453,60,101020,0,1,68,0,67,67,70,2,37,2,62,1,-1,66,1,0,0,223045,270664,0,204372,0,0,1,2,204372,5,101041,0,4215112,0,2,0,0,223045,2,0,2,0,223045,0,0,1,0,68,98,70,8,3,198143,0,204372,9,2,0,316,0,-1,526664,69
101047,255,255,100000,150,125,0,1927,125,255,125,255,1,50,255,1,125,125,60,125,Dynamo Kyiv,255,0,-1,2,0,244374,0,10,-1,50,0,2,3,4,0,7,0,0,70050,0,1,698,60,101059,0,1,71,3,71,71,69,2,30,3,70,0,-1,70,1,0,0,244374,132240,0,244374,0,0,13,5,244374,10,101047,0,188560,0,2,0,0,194794,1,1,5,0,244374,16,0,5,0,71,159,70,8,2,244373,0,244374,2,6,0,316,0,-1,266384,69
101059,80,240,160000,1,1,1,1936,1,255,1,0,1,48,90,1,1,1,1,1,Shakhtar Donetsk,44,0,-1,2,0,237055,0,10,-1,60,0,1,0,4,0,8,0,0,52667,33,1,140,40,101047,0,1,71,1,71,71,70,2,37,0,72,0,-1,72,1,0,0,206413,132226,0,259913,0,0,13,2,237055,6,101059,1,164994,0,2,0,0,206413,1,0,6,0,195861,14,0,5,0,71,130,50,8,2,247122,0,237055,2,7,0,316,0,-1,270466,70
101083,22,252,90500,255,255,255,1905,255,252,255,28,2,-34,22,2,255,255,255,255,Estudiantes de La Plata,28,0,-1,1,0,215155,0,8,-1,60,0,2,2,4,0,6,0,1,30018,4,0,259,50,101084,0,1,73,1,72,73,71,2,-57,2,71,1,-1,71,1,1,0,215155,263173,2,215155,4,0,0,5,252114,7,101083,0,4218885,0,2,0,0,173857,1,0,5,0,252114,6,0,1,0,72,39,60,7,-3,161938,0,215155,7,8,0,316,0,-1,528389,71
101084,255,255,10000,98,255,18,1887,255,255,255,255,1,-34,255,1,255,255,21,255,Gimnasia y Esgrima La Plata,255,0,-1,1,0,210950,0,2,-1,50,0,2,3,4,0,4,0,1,21500,0,0,259,50,101083,0,1,68,1,68,68,72,2,-57,3,68,1,-1,68,1,1,0,210950,4202752,2,210950,0,0,0,2,210950,9,101084,0,528640,0,2,0,1,240640,2,0,4,0,210950,1,0,1,0,68,39,50,2,-3,232729,0,210950,7,1,0,316,0,-1,526592,72
101085,200,55,78100,255,255,255,1903,255,1,255,255,2,-34,1,2,255,255,255,255,Racing Club de Avellaneda,1,0,-1,1,0,219670,0,9,-1,70,0,1,0,3,0,7,0,1,42500,0,0,30,60,110093,0,1,73,1,73,73,72,2,-58,0,73,1,-1,73,1,1,0,236668,263176,2,219670,1,0,0,2,211489,7,101085,0,4235272,0,2,0,0,223249,1,1,2,0,219670,18,0,1,0,73,39,60,6,-3,219670,0,219670,7,7,0,316,0,-1,528392,72
101088,63,31,70000,255,255,255,1910,255,31,255,116,1,-34,63,1,255,255,255,255,Vélez Sarsfield,116,0,-1,3,0,219553,0,8,-1,60,0,2,3,4,0,5,0,1,49540,5,0,82,50,1013,0,1,70,3,70,70,72,2,-58,3,70,1,-1,70,1,1,0,219553,2098192,2,219553,1,0,0,1,221053,9,101088,0,2138128,0,2,0,0,215147,1,1,2,0,219553,10,0,1,0,70,39,50,8,-3,219553,0,219553,7,6,0,316,0,-1,2101264,72
101097,119,30,12600,255,249,255,1910,248,236,249,50,1,-33,0,1,249,248,255,249,Audax Italiano,0,0,-1,1,0,176930,0,5,-1,50,0,2,2,4,0,3,0,0,12000,0,0,258,60,110980,0,1,65,3,65,65,69,2,-70,2,64,1,-1,64,1,0,0,176930,139520,0,176930,0,0,0,2,176930,7,101097,0,282880,0,2,0,0,213602,2,1,2,0,176930,4,0,1,0,65,66,80,9,-4,265641,0,176930,7,2,0,316,0,-1,4196608,69
101100,127,13,47500,250,112,250,1947,30,13,30,64,1,6,127,1,30,30,250,112,Atlético Nacional,64,0,-1,1,0,196143,4,10,-1,50,0,1,0,4,0,7,0,1,44739,0,0,310,40,101103,0,1,70,3,70,70,69,2,-75,0,70,1,-1,70,1,1,0,196143,132100,2,241020,2,0,5,3,267430,6,101100,0,279556,0,2,0,0,177983,1,0,5,0,196143,17,0,1,0,70,66,70,4,-5,196143,0,196143,7,7,0,316,0,-1,4202500,69
101101,30,224,41500,255,1,255,1924,1,224,1,34,1,10,30,1,1,1,255,1,Junior de Barranquilla,34,0,-1,3,0,236747,0,8,-1,50,0,2,3,4,0,5,0,1,46692,0,0,40,50,101100,0,1,69,1,69,69,74,2,-74,3,69,1,-1,69,1,1,0,236747,66816,1,236747,0,0,2,2,236747,4,101101,0,106752,0,2,0,1,214343,1,1,6,0,236747,9,0,1,0,69,190,50,2,-5,207664,0,236747,7,6,0,316,0,-1,135424,74
101103,6,226,32000,171,112,46,1913,30,226,30,18,1,6,6,1,30,30,96,112,Independiente Medellín,7,0,-1,1,0,242426,0,7,-1,50,0,1,0,0,0,6,0,1,44739,0,0,310,50,101100,0,1,70,3,70,70,71,2,-75,0,68,1,-1,68,1,1,0,242426,132416,1,242426,0,0,3,2,242426,5,101103,0,279872,0,2,0,0,214332,1,1,5,0,242426,6,0,1,0,70,190,50,3,-5,244947,0,242426,7,5,0,316,0,-1,4202816,71
101104,30,228,25500,250,30,250,1941,30,228,30,38,1,4,30,1,30,30,250,30,Independiente Santa Fe,38,0,-1,1,0,226419,0,7,-1,50,0,2,1,4,0,5,0,0,36343,0,0,59,40,101105,0,1,66,3,67,66,73,2,-74,1,68,1,-1,68,1,1,0,168565,270341,0,226419,0,0,2,2,226419,6,101104,1,4231173,0,2,0,0,168565,2,1,3,0,226419,9,0,1,0,67,66,60,4,-5,168565,0,226419,7,5,0,316,0,-1,526341,73
101105,68,39,44500,255,1,255,1946,1,1,1,144,1,4,1,1,1,1,255,1,Millonarios,1,0,-1,1,0,214378,0,9,-1,50,0,2,0,0,0,6,0,1,36343,0,1,59,50,101104,0,1,70,1,71,70,72,2,-74,0,71,1,-1,71,1,1,0,245256,132225,1,214378,0,0,3,6,214378,6,101105,0,279681,0,2,0,0,214378,1,1,4,0,214378,16,0,1,0,71,190,50,2,-5,231862,0,214378,7,5,0,316,0,-1,4202625,72
101108,255,255,52500,42,249,36,1902,248,201,249,255,1,-25,57,1,249,248,40,249,Olimpia Asunción,119,0,-1,1,0,218868,0,10,-1,50,0,2,0,4,0,7,0,0,22000,0,0,771,60,112716,0,1,69,0,70,69,71,2,-57,0,69,1,-1,69,0,1,0,218868,132096,1,218868,3,0,1,2,218868,5,101108,0,286720,0,2,0,1,216385,1,1,3,0,218868,46,0,1,0,70,66,60,5,-4,218868,0,218868,7,7,0,316,0,-1,4198400,71
101109,48,112,17100,255,255,255,1913,255,112,255,160,1,-34,48,1,255,255,255,255,Defensor Sporting,160,0,-1,3,0,215243,0,4,-1,50,0,2,0,4,0,3,0,0,16000,0,1,795,50,110998,0,1,67,8,66,67,66,2,-56,0,66,1,-1,66,0,1,0,215243,65536,0,215243,0,0,1,4,215243,10,101109,0,98304,0,2,0,0,214140,0,0,2,0,215243,4,0,1,0,66,130,60,8,-3,214140,0,215243,7,3,0,316,0,-1,131072,66
101110,30,30,43200,1,249,253,1891,248,30,249,30,1,-34,30,1,249,248,202,249,Peñarol,30,0,-1,3,0,205119,0,9,-1,60,0,2,1,4,0,7,0,1,40700,18,1,795,60,111325,0,1,70,3,70,70,72,2,-56,1,69,1,-1,69,1,1,0,205119,73744,1,205119,5,0,0,2,205119,8,101110,0,69648,0,2,0,0,253271,2,1,4,0,205119,51,0,1,0,70,130,70,4,-3,205119,0,205119,7,7,0,316,0,-1,133136,72
101112,255,255,193500,88,1,0,1974,1,150,1,255,1,49,200,1,1,1,34,1,Vancouver Whitecaps,255,0,-1,2,0,208919,4,4,-1,36,0,1,1,6,0,4,1,0,22120,5,1,508,30,111144,2,1,68,15,69,68,73,2,-123,1,68,0,-1,68,1,0,0,208919,1056836,0,208919,0,0,0,3,208919,5,101112,0,1101892,0,2,0,0,208919,2,1,2,0,208919,0,0,6,0,69,189,50,3,-8,208919,0,208919,2,2,0,316,0,-1,1050692,73
105035,87,248,0,255,66,255,1889,35,244,66,23,3,52,124,3,66,35,255,66,Holland,34,0,-1,1,0,202556,4,10,-1,50,0,2,3,4,0,0,0,0,55885,0,1,0,50,1337,0,1,81,1,82,81,82,2,4,3,83,0,-1,83,1,0,0,202556,263296,0,202556,0,0,0,1,202556,0,105035,0,4228224,0,2,0,0,203376,1,0,3,0,202556,0,0,4,0,82,66,70,0,1,202556,0,202556,2,8,0,366,0,-1,532608,82
110062,0,201,8000,255,0,255,1930,180,180,0,0,2,41,0,2,0,180,255,0,Girona FC,0,0,-1,1,0,228813,0,1,-1,50,0,2,0,4,0,3,0,0,14642,0,2,185,40,452,0,1,76,1,78,78,76,2,2,0,77,2,-1,78,2,0,0,228813,263296,1,228813,0,0,0,4,228813,3,110062,0,4195456,0,2,0,0,228813,1,0,5,0,228813,0,0,4,0,77,29,50,2,1,242458,0,228813,2,1,0,366,0,-1,532608,77
110069,0,200,2500,1,110,1,1927,110,12,110,0,1,42,8,1,110,110,1,110,CD Mirandés,8,0,-1,3,0,265396,0,3,-1,50,1,2,3,4,0,3,0,0,6900,0,2,318,50,463,0,1,66,1,65,67,66,2,-2,3,66,0,-1,65,0,0,0,265396,66816,0,265396,0,0,0,4,265396,2,110069,0,66816,0,2,0,0,262742,1,0,3,0,265396,0,0,4,0,66,31,60,5,1,265396,0,265396,2,1,0,316,0,-1,139520,68
110072,255,255,2800,50,255,227,1964,255,0,255,255,1,45,83,1,255,255,23,255,ASC Oțelul Galați,156,0,-1,1,0,275648,0,3,-1,50,0,2,3,4,1,4,0,0,13500,0,1,933,50,310,0,1,64,0,63,64,61,2,28,3,60,1,-1,61,1,0,0,276141,262208,0,216800,0,0,0,2,229608,3,110072,0,4194368,0,2,0,0,216800,0,0,2,0,275648,1,0,5,0,63,6,50,5,2,216800,0,275648,2,1,0,316,0,-1,524352,62
110075,90,30,6200,30,50,30,1920,40,250,130,180,1,44,250,1,130,40,30,50,Farul Constanța,250,0,-1,2,0,243019,0,9,-1,60,0,2,3,4,0,4,0,0,4554,0,1,871,50,113182,0,1,68,1,66,70,66,2,28,3,64,1,-1,65,1,0,0,225359,132480,0,270867,0,0,1,3,225359,10,110075,0,165248,0,2,0,1,247963,1,1,4,0,225359,2,0,5,0,66,6,70,6,2,247963,0,225359,2,4,0,316,0,-1,270720,65
110078,215,230,3200,204,30,30,1924,30,30,30,50,1,44,30,1,30,30,30,30,Petrolul Ploiești,30,0,-1,1,0,260183,0,5,-1,40,0,1,3,4,0,4,0,0,15073,0,1,904,50,310,0,1,65,1,65,65,66,2,26,3,64,1,-1,64,1,0,0,260183,4194368,0,260183,0,0,3,2,220177,4,110078,0,540736,0,2,0,0,238850,0,1,2,0,260183,3,0,5,0,65,6,50,7,2,273527,0,260183,2,2,0,316,0,-1,524352,65
110081,132,37,0,255,110,255,1880,20,24,70,50,1,54,150,1,70,20,255,110,Northern Ireland,55,0,-1,1,0,151508,0,10,-1,50,0,2,3,4,0,0,0,0,18000,0,0,0,60,1355,0,1,70,1,69,70,66,2,-5,3,71,0,-1,71,0,0,0,151508,270664,0,151508,0,0,0,1,151508,0,110081,0,4215112,0,2,0,0,151508,2,0,2,0,151508,0,0,3,0,69,190,60,0,0,217758,0,151508,2,2,0,316,0,-1,526664,66
110093,1,206,182300,26,255,206,1904,255,255,255,26,1,-34,255,1,255,255,1,255,Independiente,255,0,-1,1,0,214968,0,9,-1,40,0,1,2,5,0,7,0,1,42069,0,0,30,50,101085,0,1,72,1,71,72,71,2,-58,2,71,1,-1,71,1,1,0,215057,139540,2,215057,7,0,0,5,215057,6,110093,2,315668,0,2,0,0,215057,2,1,3,0,214968,16,0,1,0,71,39,70,10,-3,215057,0,214968,7,8,0,316,0,-1,4196628,71
110176,1,1,2900,255,255,255,1970,255,1,255,1,1,48,1,1,255,255,255,255,SSV Ulm 1846,1,0,-1,1,0,198070,0,1,-1,50,0,2,2,3,2,2,0,0,19500,0,1,931,60,36,0,1,62,3,61,61,62,2,10,2,62,1,-1,63,1,0,0,198070,262208,0,198070,0,0,0,1,198070,3,110176,0,4194368,0,2,0,0,231555,0,0,2,0,198070,0,0,4,0,62,57,50,8,1,231555,0,198070,2,1,0,316,0,-1,524352,62
110178,1,1,10205,255,255,255,1916,255,58,1,1,1,49,127,1,255,1,255,1,SV Sandhausen,138,0,-1,1,0,179516,4,9,-1,40,0,2,2,4,0,1,0,0,15414,0,1,426,50,1832,0,1,65,3,65,66,67,2,8,2,64,1,-1,64,1,0,0,209485,4202568,1,209485,0,0,0,2,209485,1,110178,0,544840,0,2,0,1,179516,2,0,2,0,209485,0,0,4,0,65,57,50,6,1,179516,0,179516,2,1,0,316,0,-1,526408,67
110242,120,36,2000,255,250,255,1919,250,1,245,60,1,43,1,1,250,245,255,245,Racing de Ferrol,1,0,-1,1,0,252865,0,1,-1,40,0,2,1,4,0,1,0,0,12043,0,2,926,60,450,0,1,67,1,68,68,67,2,-8,1,65,0,-1,66,0,0,0,252865,262208,0,233071,0,0,0,4,233071,7,110242,0,4210752,0,2,0,0,233071,0,0,2,0,252865,0,0,4,0,67,31,60,5,1,227990,0,252865,2,1,0,316,0,-1,524352,67
110313,18,199,3300,255,1,255,1968,1,240,1,36,1,53,18,1,1,1,255,1,Accrington Stanley,36,0,-1,3,0,263371,0,4,-1,60,0,2,2,4,0,1,0,0,5057,1,0,4,60,357,0,2,61,1,60,60,61,2,-2,2,57,0,-1,59,1,0,0,263371,2105416,0,244985,0,0,0,1,263371,7,110313,0,2117704,0,2,0,0,231145,2,1,2,0,263371,0,0,3,0,61,55,60,9,0,263371,0,263371,2,1,0,316,0,-1,2099272,61
110321,217,246,17000,179,1,1,1995,1,247,1,87,1,43,217,1,1,1,113,1,Pau FC,97,0,-1,1,0,183256,0,3,-1,50,0,2,1,4,0,1,0,0,4031,38,0,816,60,1809,0,1,66,3,67,67,67,2,0,1,66,1,-1,67,0,0,0,244736,132096,0,244736,0,0,0,2,244736,2,110321,0,286720,0,2,0,0,198517,1,0,4,0,183256,0,0,4,0,67,88,60,8,1,244736,0,183256,2,1,0,316,0,-1,4198400,72
110329,71,96,34200,255,71,255,1910,96,226,52,52,1,53,1,1,52,96,255,71,FC St. Pauli,26,0,-1,1,0,233125,0,8,-1,40,0,1,0,4,0,6,0,0,29546,0,1,205,60,28,0,1,70,1,70,70,69,2,9,0,71,1,-1,69,1,0,0,233125,270336,1,233125,0,0,0,2,233125,4,110329,0,4214784,0,2,0,0,211378,2,0,3,0,233125,0,0,4,0,69,51,50,7,1,211378,0,233125,2,1,0,316,0,-1,526336,68
110373,29,131,70000,255,76,255,1919,30,209,190,28,2,40,171,2,190,30,255,76,Salernitana,46,0,-1,2,0,173221,0,3,-1,50,0,2,1,4,0,5,0,0,31300,8,1,416,50,116365,0,1,73,3,73,72,76,2,14,1,70,1,-1,71,1,0,0,173221,1056768,1,173221,0,0,0,3,173221,4,110373,0,1101824,0,2,0,0,173221,2,0,4,0,173221,0,0,4,0,73,72,70,4,1,246242,0,173221,2,1,0,316,0,-1,1050624,76
110374,8,57,270000,255,8,255,1926,57,217,142,142,2,43,43,2,142,57,255,8,Fiorentina,38,0,-1,1,0,189125,0,6,-1,50,0,2,1,4,0,6,0,0,43147,39,1,162,40,45,0,1,77,1,78,77,78,2,11,1,77,1,-1,77,1,0,0,189125,263176,1,189125,0,0,6,3,189125,8,110374,0,4218888,0,2,0,0,201389,1,1,6,0,189125,2,0,4,0,78,72,60,4,1,240690,0,189125,2,5,0,366,0,-1,528392,78
110394,180,49,7500,23,255,213,1957,255,255,255,233,1,-34,255,1,255,255,33,255,Arsenal de Sarandí,255,0,-1,1,0,223615,0,3,-1,40,0,2,1,4,0,3,0,1,16300,0,0,435,40,111710,0,1,65,3,66,65,65,2,-58,1,67,1,-1,67,1,1,0,223615,139264,2,223615,0,0,1,2,223615,4,110394,1,266240,0,2,0,0,261152,2,1,2,0,223615,1,0,1,0,66,39,50,9,-3,238036,0,223615,7,3,0,316,0,-1,4196352,65
110395,40,117,54700,52,255,117,1915,255,255,255,52,1,-34,255,1,255,255,40,255,Lanús,255,0,-1,1,0,265766,0,6,-1,60,0,2,3,4,0,4,0,1,47027,0,0,262,60,110404,0,1,71,1,71,71,71,2,-58,3,71,1,-1,71,1,1,0,265766,263176,2,265766,0,0,0,4,265766,8,110395,1,4235272,0,2,0,0,215050,1,0,5,0,265766,2,0,1,0,71,39,60,6,-3,214777,0,265766,7,5,0,316,0,-1,528392,71
110396,1,1,24000,21,255,225,1903,255,2,255,1,1,-32,2,1,255,255,11,255,Newell's Old Boys,2,0,-1,1,0,258289,0,7,-1,50,0,1,0,4,0,6,0,1,42000,0,0,409,50,110580,0,1,69,3,70,69,68,2,-60,0,70,1,-1,70,1,1,0,241568,263192,2,258289,0,0,0,3,241568,9,110396,0,4228120,0,2,0,0,224348,1,1,5,0,241568,6,0,1,0,70,39,60,7,-3,255169,0,241568,7,4,0,316,0,-1,532504,68
110404,153,1,15300,255,255,255,1896,255,210,255,51,1,-34,97,1,255,255,255,255,Banfield,13,0,-1,1,0,274401,0,5,-1,50,0,1,1,4,0,3,0,1,34901,0,0,35,60,110395,0,1,68,3,68,68,68,2,-58,1,68,1,-1,68,1,1,0,274401,139592,2,261691,0,0,0,3,261691,9,110404,0,282952,0,2,0,0,232645,2,0,4,0,274401,1,0,1,0,68,39,70,5,-3,261161,0,274401,7,3,0,316,0,-1,4196680,68
110406,1,1,23500,31,10,228,1905,10,1,10,1,1,-31,1,1,10,10,21,10,Colón,1,0,-1,1,0,215199,0,5,-1,40,0,2,1,4,0,5,0,1,32210,0,0,431,40,111716,0,1,71,3,71,71,69,2,-60,1,71,1,-1,71,1,1,0,215199,270596,2,215199,0,0,0,2,215199,5,110406,0,4215044,0,2,0,0,241031,2,1,3,0,215199,0,0,1,0,71,39,50,7,-3,226378,0,215199,7,3,0,316,0,-1,526596,69
110456,7,241,21000,250,1,250,1913,1,240,1,9,1,50,1,1,1,1,250,1,Valenciennes FC,1,0,-1,1,0,254784,4,3,-1,50,0,2,3,4,0,2,0,0,24926,0,1,505,40,65,0,1,66,3,65,66,65,2,3,3,66,1,-1,66,0,0,0,254784,132160,1,254784,0,0,0,2,254784,8,110456,0,303168,0,2,0,0,238056,1,0,3,0,258679,0,0,4,0,66,88,70,8,1,254784,0,254784,2,1,0,316,0,-1,4198464,64
110468,30,223,40000,168,120,59,1911,120,223,120,35,2,49,30,2,120,120,94,120,Viktoria Plzeň,35,0,-1,1,0,251221,0,9,-1,50,0,2,3,4,0,5,0,0,11700,0,1,699,60,266,0,1,73,1,73,73,73,2,13,3,71,1,-1,71,1,0,0,251221,132160,0,251221,0,0,1,1,251221,4,110468,0,319552,0,2,0,1,251221,1,0,4,0,251221,6,0,5,0,73,66,70,6,1,255699,0,251221,2,4,0,316,0,-1,4198464,73
110482,10,226,4890,250,190,250,1966,190,10,190,26,1,51,10,1,190,190,250,190,Hallescher FC,10,0,-1,3,0,270014,0,5,-1,70,0,2,0,4,2,3,0,0,15057,1,1,619,50,110588,0,1,64,3,64,65,63,2,11,0,63,1,-1,63,1,0,0,270014,65536,1,270014,0,0,0,3,270014,4,110482,0,81920,0,2,0,0,238642,0,0,4,0,270014,0,0,4,0,64,57,60,8,1,270014,0,270014,2,1,0,316,0,-1,131072,63
110500,98,1,9372,1,93,255,1895,40,225,30,173,1,52,1,1,177,240,204,220,Eintracht Braunschweig,15,0,-1,1,0,232406,4,2,-1,36,0,2,2,4,2,4,0,0,23325,38,1,68,50,485,0,1,67,1,67,68,67,2,10,2,68,1,-1,67,1,0,0,232406,4195334,1,232203,0,0,0,2,232203,6,110500,0,581638,0,2,0,0,238619,1,0,2,0,232406,1,0,4,0,67,51,70,5,1,245228,0,232406,2,1,0,316,0,-1,528390,67
110501,254,254,2250,1,255,1,1924,255,240,185,254,1,51,240,1,255,185,1,185,SC Verl,240,0,-1,3,0,244024,0,2,-1,60,0,2,0,4,0,1,0,0,15000,0,1,820,60,487,0,1,64,1,65,65,64,2,8,0,65,1,-1,64,1,0,0,244091,2098304,0,231897,0,0,0,1,231897,5,110501,0,2098304,0,2,0,0,231897,1,0,2,0,244091,0,0,4,0,64,57,50,8,1,258547,0,244091,2,1,0,316,0,-1,2105472,64
110502,78,1,49980,255,180,255,1898,180,1,255,158,1,49,32,1,180,50,255,50,SV Darmstadt 98,91,0,-1,2,1,251287,0,1,-1,60,0,1,3,4,0,4,0,0,17810,3,1,132,50,1824,0,1,71,3,71,71,69,2,8,3,72,1,-1,71,1,0,0,251287,139264,1,251287,0,0,0,3,251287,2,110502,0,167936,0,2,0,0,208470,2,1,2,0,251287,0,0,4,0,71,49,60,6,1,251287,0,251287,2,1,0,316,0,-1,264192,68
110532,66,1,3780,1,180,1,1907,180,255,10,146,1,49,255,1,180,10,1,10,SV Waldhof Mannheim,255,0,-1,1,0,258895,0,8,-1,50,0,2,1,4,3,4,0,0,25721,26,1,735,50,29,0,1,64,0,64,65,63,2,8,1,64,1,-1,64,1,0,0,224395,139408,1,258895,0,0,0,2,258895,5,110532,0,299152,0,2,0,0,224395,2,1,3,0,258895,0,0,4,0,64,57,50,7,1,224395,0,258895,2,1,0,316,0,-1,4196496,62
110556,2,197,75000,78,79,20,1893,39,255,101,7,2,44,255,2,101,39,33,79,Genoa,255,0,-1,3,0,206159,0,2,-1,60,0,2,0,4,0,5,0,0,36599,0,1,180,50,1837,0,1,73,1,73,73,76,2,8,0,71,1,-1,71,1,0,0,201144,73733,1,206159,0,0,1,4,201144,6,110556,0,86021,0,2,0,0,201144,2,0,2,0,201144,9,0,4,0,73,72,60,4,1,238004,0,201144,2,2,0,316,0,-1,133125,76
110580,41,2,30000,1,255,249,1889,255,2,255,118,1,-32,41,1,255,255,200,255,Rosario Central,118,0,-1,2,0,226797,0,7,-1,50,0,2,3,4,0,6,0,1,39657,27,0,409,70,110396,0,1,70,0,70,70,64,2,-60,3,70,1,-1,70,1,1,0,226797,132232,2,226797,0,0,1,5,226797,8,110580,0,188552,0,2,0,0,216033,1,0,6,0,226797,4,0,1,0,70,39,70,6,-3,226797,0,226797,7,4,0,316,0,-1,266376,64
110581,52,55,4800,58,255,238,1914,255,238,255,53,1,-31,53,1,255,255,53,255,Patronato,58,0,-1,3,0,214774,0,1,-1,50,0,1,1,4,0,1,0,1,23500,0,0,372,50,111716,0,1,65,1,63,65,61,2,-60,1,63,1,-1,63,1,1,0,214774,2097224,2,214774,0,0,1,3,214774,3,110581,0,2113608,0,2,0,0,214940,0,0,2,0,214774,0,0,1,0,63,39,60,4,-3,232515,0,214774,7,1,0,316,0,-1,2097224,61
110588,105,1,9615,116,210,1,1965,210,255,210,176,1,52,255,1,210,210,60,210,1. FC Magdeburg,255,0,-1,1,0,233520,0,2,-1,70,0,2,0,4,2,5,0,0,22000,0,1,612,60,110482,0,1,68,1,68,69,68,2,11,0,68,1,-1,68,1,0,0,233520,132096,1,233520,0,0,0,2,233520,4,110588,0,303104,0,2,0,0,233520,1,0,7,0,233520,0,0,4,0,68,51,70,6,1,233520,0,233520,2,1,0,316,0,-1,4198400,68
110636,6,227,54300,255,1,255,1895,1,210,1,19,1,51,22,1,1,1,255,1,Fortuna Düsseldorf,35,0,-1,1,0,246814,0,7,-1,36,0,2,1,4,0,4,0,0,54600,1,1,147,40,31,0,1,70,1,69,69,68,2,6,1,70,1,-1,70,1,0,0,252903,4202564,3,202088,0,0,2,8,252903,3,110636,0,544836,0,2,0,0,251292,2,1,2,0,246814,1,0,4,0,70,51,50,4,1,216823,0,246814,2,1,0,316,0,-1,526404,68
110645,40,255,4400,1,180,1,2010,180,255,180,50,1,50,255,1,180,180,1,180,Viktoria Köln,255,0,-1,1,0,240156,0,7,-1,50,0,2,1,4,3,2,0,0,10001,0,1,249,50,31,0,1,65,3,63,64,63,2,7,1,62,1,-1,65,1,0,0,240156,263168,1,251500,0,0,0,2,259272,3,110645,0,4195328,0,2,0,0,217841,1,0,3,0,240156,0,0,4,0,65,57,60,3,1,243932,0,240156,2,1,0,316,0,-1,532480,62
