firstname,commonname,surname,skintypecode,haircolorcode,facialhairtypecode,managerid,hairtypecode,headtypecode,height,seasonaloutfitid,weight,hashighqualityhead,gender,headassetid,ethnicity,faceposerpreset,teamid,eyebrowcode,eyecolorcode,personalityid,headclasscode,nationality,sideburnscode,headvariation,skintonecode,outfitid,hairstylecode,bodytypecode,managerjointeamdate,facialhaircolorcode
,,,2,9,0,149092,243,19,197,5560,77,0,0,26537,2,0,1971,0,1,0,0,34,0,0,2,5507,0,85,159718,0
Per,,Frandsen,51,2,0,277617,138,2006,184,5511,75,0,0,277617,4,0,2002,0,9,0,1,13,0,0,4,5724,0,82,158776,2
Kristoffer,,Andersen,2,0,4,71669,655,46,183,5511,75,0,0,71669,3,0,2013,1,3,0,1,7,0,0,3,5707,0,83,161226,23
Alexander,,Blessin,2,9,6,256828,291,2508,191,5553,75,0,0,256828,3,0,2014,0,1,0,1,21,0,0,3,5522,0,85,160439,3
Markus,,Schopp,51,8,45,10059,205,1553,188,5509,82,0,0,10059,2,0,2017,0,2,1,1,4,0,0,2,5522,0,85,160756,8
Chang Hyun,Park Chang Hyun,Park,2,22,0,72068,93,557,178,5545,75,0,0,72068,4,0,2056,0,9,0,1,167,0,0,4,5713,0,83,161264,0
Yannick,,Ferrera,2,3,4,250698,221,2522,174,5504,75,0,0,250698,2,0,8001,0,3,0,1,7,0,0,2,5523,0,88,160942,3
Vasco César,Vasco Seabra,Freire de Seabra,2,5,6,250641,192,8,186,5557,75,0,0,250641,1,0,10020,2,1,0,1,38,0,0,1,5520,0,85,161053,6
,,,2,5,20,254885,114,1554,198,5509,75,0,0,26540,4,3,10029,2,1,0,0,95,0,0,4,5522,0,84,160824,24
,,,2,4,6,249957,39,2515,178,5552,75,0,0,26541,2,3,10030,0,6,1,0,21,0,0,2,5522,0,82,160237,6
Paulo Sérgio,Paulo Sérgio,Bento Brito,2,23,3,251907,189,1554,186,5527,75,0,0,251907,2,0,10031,6,3,0,1,38,0,0,2,5523,0,86,159730,23
Mattia,,Croci-Torti,2,9,0,264598,310,1554,178,5557,75,0,0,264598,2,0,10032,0,5,0,1,47,0,0,2,5521,0,82,160318,9
Jon Andoni,Jon Bolo,Pérez Alonso,2,9,28,252808,189,1532,186,5511,75,0,0,252808,2,0,10846,0,3,0,1,45,0,0,2,5534,0,85,160967,9
David,,Nielsen,1,0,18,101981,206,5003,183,5511,75,0,0,101981,6,0,15001,1,9,1,1,13,0,0,6,5520,0,82,161215,0
Joachim,,Standfest,2,6,45,275830,177,34,180,5510,75,0,0,275830,2,0,15009,0,9,0,1,4,0,0,2,5565,0,82,160949,23
,,,2,23,18,70075,284,33,178,5509,75,0,0,26543,2,0,15015,0,7,0,0,35,0,0,2,5507,0,82,161161,23
Thomas,,Silberberger,51,9,0,251657,321,4022,182,5509,75,0,0,251657,2,0,15040,6,2,1,1,4,0,0,2,5522,0,82,157315,1
,,,51,24,0,250173,218,2031,185,5547,75,0,0,26537,2,0,15048,0,1,0,0,14,0,0,2,5523,0,85,161038,9
Freyr,,Alexandersson,2,19,8,269393,135,48,180,5558,75,0,0,269393,2,0,100081,0,3,0,1,24,0,0,2,5520,0,82,160237,6
Óscar,Óscar García,García Junyent,2,9,16,250213,284,69,184,5557,75,0,0,250213,4,0,100087,0,3,0,1,45,0,0,4,5533,0,83,160229,9
Ricardo Manuel,Sá Pinto,Silva Sá Pinto,2,6,0,250380,32,1506,178,5509,75,0,0,250380,4,0,100135,1,5,1,1,38,0,0,4,5523,0,81,160944,0
Ossi,,Virta,2,4,0,70313,218,4013,181,5548,75,0,0,70313,2,0,100325,0,1,0,1,17,0,0,2,5569,0,82,161162,4
,,,51,19,0,17455,290,2,190,5511,83,0,0,26544,1,0,100409,0,9,0,0,13,0,0,1,5506,0,84,159996,1
,,,51,8,6,250365,154,1520,176,5543,75,0,0,26537,2,0,100632,0,1,0,0,34,0,0,2,5717,0,82,160602,23
,,,2,21,6,249343,182,3508,191,5547,75,0,0,26543,3,0,100634,0,7,0,0,34,0,0,3,5508,0,85,161152,0
,,,51,3,6,276351,244,9,188,5509,75,0,0,26543,3,0,100646,0,7,0,0,34,0,0,3,5507,0,85,160969,19
Željko,,Kopić,51,23,4,265686,195,4014,177,5530,75,0,0,265686,3,0,100757,0,5,0,1,10,0,0,3,5517,0,82,161120,9
Elias,,Charalambous,2,22,6,275009,8,2,182,5511,75,0,0,275009,3,0,100761,0,9,0,1,11,0,0,3,5510,0,82,160874,22
Craig,,Levein,51,8,14,249158,118,58,185,5511,75,0,0,249158,1,0,100804,0,1,0,1,42,0,0,1,5510,0,86,161094,24
Stephen,,Robinson,2,24,8,250536,149,2510,173,5511,75,0,0,250536,2,0,100805,0,3,0,1,35,0,0,2,5510,0,88,160473,12
Mehdi,,Nafti,2,0,0,259267,0,530,178,5558,75,0,0,259267,5,0,100831,0,9,1,1,145,0,0,5,5520,0,82,161124,0
Julián,Julián Calero,Calero Fernández,51,6,50,262324,0,3516,175,5557,75,0,0,262324,2,0,100851,6,2,0,1,45,0,0,2,5533,0,82,161053,6
Borja,Borja Jiménez,Jiménez Sáez,2,0,6,257378,114,17,175,5555,75,0,0,257378,4,0,100888,0,3,0,1,45,0,0,4,5523,0,82,160942,0
Emre,,Belözoğlu,2,0,6,264730,122,1531,169,5557,75,0,0,264730,3,0,101007,0,3,1,1,48,0,0,3,5520,0,88,161061,0
Çağdaş,,Atan,2,0,0,257918,65,68,187,5509,75,0,0,257918,3,0,101014,0,9,1,1,48,0,0,3,5715,0,86,161039,0
Hikmet,,Karaman,51,24,28,249565,0,3516,175,5540,75,0,0,249565,3,0,101016,0,3,1,1,48,0,0,3,5501,0,82,161168,24
Burak,,Yilmaz,2,23,6,278885,636,11,188,5527,75,0,0,278885,2,0,101020,1,9,1,1,48,0,0,2,5520,0,85,161177,0
Volkan,,Demirel,2,0,28,266022,155,3502,191,5558,75,0,0,266022,2,0,101028,0,3,1,1,48,0,0,2,5500,0,85,160682,0
Ali,,Çamdalı,1,21,4,72153,16,3509,186,5521,75,0,0,72153,4,0,101033,2,3,0,1,48,0,0,4,5521,0,85,161270,0
İlhan,,Palut,2,0,14,254545,183,2522,175,5527,75,0,0,254545,3,0,101037,0,9,1,1,48,0,0,3,5567,0,83,160949,0
Bülent,,Uygun,51,23,8,249080,155,4005,175,5509,75,0,0,249080,4,0,101041,0,3,0,1,48,0,0,4,5517,0,83,161152,23
Oleksandr,,Shovkovskyi,2,20,6,279139,310,4004,191,5551,75,0,0,279139,2,0,101047,0,3,0,1,49,0,0,2,5566,0,85,161093,23
,,,51,8,45,250005,188,43,188,5509,75,0,0,26541,2,3,101059,0,6,0,0,34,0,0,2,5520,0,85,161082,23
Eduardo,,Domínguez,2,22,26,142700,670,2504,185,5718,82,0,0,142700,4,0,101083,1,4,0,1,52,0,0,4,5508,0,85,160423,23
Marcelo,,Méndez,51,0,4,259338,0,2503,185,5509,75,0,0,259338,4,0,101084,1,9,0,1,60,0,0,4,5508,0,86,161261,22
Gustavo,,Costas,51,3,0,249512,631,529,184,5511,75,0,0,249512,5,0,101085,1,9,1,1,52,0,0,5,5569,0,82,161151,23
Gustavo,,Quinteros,51,22,0,249516,289,42,181,5529,75,0,0,249516,4,0,101088,1,9,0,1,53,0,0,4,5524,0,82,159966,22
,,,0,0,0,63012,16,1,180,5500,75,0,0,26537,2,0,101099,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,3,0,254162,0,3507,179,5532,75,0,0,26538,4,0,101100,2,2,0,0,60,0,0,4,5525,0,82,160405,0
,,,0,0,0,63013,16,1,180,5500,75,0,0,26537,2,0,101101,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63014,16,1,180,5500,75,0,0,26537,2,0,101103,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,24,0,248929,79,3003,168,5551,75,0,0,26547,6,0,101105,2,3,1,0,56,0,0,6,5718,0,88,159668,0
,,,2,9,6,51152,16,2012,188,5557,85,0,0,26541,2,3,101108,0,6,0,0,52,0,0,2,5508,0,85,161194,6
,,,0,0,0,63015,16,1,180,5500,75,0,0,26537,2,0,101110,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,2,9,6,264669,24,2016,171,5507,75,0,0,26541,3,3,101112,1,6,1,0,27,0,0,3,5566,0,88,160294,0
,,,51,2,0,232303,208,2014,181,5558,78,0,0,26539,1,0,105035,2,1,0,0,34,0,0,1,5517,0,83,160786,1
Miguel Ángel,Míchel,Sánchez Muñoz,2,22,0,146777,160,3509,174,5509,66,1,0,146777,4,0,110062,0,4,0,0,45,0,0,4,5567,0,87,160245,23
Alessio,,Lisci,0,3,6,265765,686,3510,172,5557,75,0,0,265765,4,0,110069,1,8,0,1,27,0,0,4,5551,0,88,160951,6
Dorinel,,Munteanu,2,9,0,275653,297,2517,180,5509,75,0,0,275653,2,0,110072,6,2,0,1,39,0,0,2,5551,0,82,160242,6
Gheorghe,,Hagi,51,9,0,262188,154,1500,172,5511,75,0,0,262188,3,0,110075,1,3,1,1,39,0,0,3,5566,0,88,160227,0
László,,Balint,2,9,6,256657,149,58,179,5511,75,0,0,256657,2,0,110078,0,4,1,1,39,0,0,2,5507,0,82,161249,23
Michael,,O'Neill,51,9,0,250085,244,3504,180,5544,75,0,0,250085,1,0,110081,6,9,0,1,35,0,0,1,5578,0,82,160761,3
Julio,,Vaccari,51,8,8,268489,102,47,186,5722,75,0,0,268489,2,0,110093,1,9,0,1,52,0,0,2,5722,0,85,161315,23
Thomas,,Wörle,2,6,6,276667,284,1505,184,5506,75,0,0,276667,1,0,110176,0,3,0,1,21,0,0,1,5729,0,82,160237,6
Jens,,Keller,51,24,45,249659,636,1506,182,5511,75,0,0,249659,2,0,110178,0,3,0,1,21,0,0,2,5552,0,82,161081,8
Cristóbal,Cristóbal Parralo,Parralo Aguilera,51,23,0,249168,234,4003,178,5511,75,0,0,249168,4,0,110242,0,9,0,1,45,0,0,4,5504,0,82,160097,23
,,,51,19,0,71711,150,7,178,5510,75,0,0,26539,2,0,110313,0,1,0,0,14,0,0,2,5510,0,82,161232,19
,,,2,23,14,250168,117,41,169,5511,75,0,0,26543,2,0,110321,0,7,0,0,18,0,0,2,5566,0,87,160956,23
,,,0,6,6,273963,141,2009,183,5527,75,0,0,26541,2,3,110329,0,6,0,0,21,0,0,2,5569,0,82,160777,19
Stefano,,Colantuono,51,9,8,250525,0,4014,184,5509,75,0,0,250525,2,0,110373,0,9,0,1,27,0,0,2,5507,0,82,161229,8
Vincenzo,,Italiano,2,0,4,251172,0,1509,171,5509,75,0,0,251172,3,3,110374,1,3,1,0,27,0,0,3,5566,0,88,160237,23
,,,0,0,0,63058,16,1,180,5500,75,0,0,26537,2,0,110394,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Ricardo,,Zielinski,51,6,6,250378,59,48,180,5509,75,0,0,250378,4,0,110395,0,9,0,1,52,0,0,4,5520,0,82,160786,6
Mauricio,,Larriera,2,0,0,250059,639,525,170,5510,75,0,0,250059,3,0,110396,6,3,0,1,60,0,0,3,5566,0,87,161151,0
Gustavo,,Munúa,2,9,8,255089,70,2500,189,5509,75,0,0,255089,3,0,110404,0,9,1,1,60,0,0,3,5524,0,85,160325,0
,,,0,0,0,63059,16,1,180,5500,75,0,0,26537,2,0,110406,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,22,6,275125,660,1549,185,5557,75,0,0,26544,5,0,110456,0,9,0,0,129,0,0,5,5510,0,85,161146,0
Miroslav,,Koubek,51,22,0,277803,0,4021,185,5511,75,0,0,277803,1,0,110468,2,6,0,1,12,0,0,1,5566,0,85,160941,9
Stefan,,Reisinger,2,23,45,253659,146,3513,185,5511,75,0,0,253659,2,0,110482,0,3,0,1,21,0,0,2,5504,0,85,161242,9
,,,51,9,6,262810,0,3508,189,5527,75,0,0,26538,2,0,110500,0,2,1,0,21,0,0,2,5521,0,85,160650,0
Alexander,,Ende,2,3,4,276294,24,3516,180,5547,75,0,0,276294,1,0,110501,0,4,0,1,21,0,0,1,5510,0,81,160966,8
,,,2,6,6,169229,0,3513,174,5521,68,0,0,26538,3,0,110502,0,2,1,0,21,0,0,3,5552,0,88,160237,6
Marco,,Antwerpen,2,9,6,249992,0,4021,190,5511,75,0,0,249992,2,0,110532,0,1,0,1,21,0,0,2,5506,0,85,161181,1
Alberto,,Gilardino,51,9,4,272679,139,2517,184,5555,75,0,0,272679,4,0,110556,2,3,0,1,27,0,0,4,5522,0,82,160760,9
Miguel Ángel,,Russo,51,8,0,250106,292,1526,175,5511,75,0,0,250106,5,0,110580,2,9,0,1,52,0,0,5,5524,0,81,160773,3
,,,51,23,6,249128,57,42,184,5527,75,0,0,26540,2,3,110588,2,1,0,0,21,0,0,2,5708,0,83,160098,22
,,,2,0,8,105292,45,1003,180,5510,79,0,0,26545,8,2,110636,0,9,1,0,21,0,0,8,5510,0,82,160459,0
Olaf,,Janßen,51,9,0,250193,234,58,177,5558,75,0,0,250193,2,0,110645,1,2,0,1,21,0,0,2,5566,0,82,160087,0
Jan,,Zimmermann,2,9,4,263800,642,3510,180,5506,75,0,0,263800,2,0,110676,0,6,0,1,21,0,0,2,5567,0,82,160824,9
Thomas,,Stamm,2,6,3,262753,160,1505,180,5557,75,0,0,262753,2,0,110691,0,1,0,1,47,0,0,2,5522,0,81,160237,6
Gerald,,Scheiblehner,51,23,6,275685,289,1553,181,5541,75,0,0,275685,2,0,110720,0,1,0,1,4,0,0,2,5728,0,82,160237,23
Besnik,,Hasi,51,3,8,249055,189,1533,177,5718,75,0,0,249055,5,0,110724,0,1,1,1,1,0,0,5,5524,0,82,161098,0
Alberto,,Aquilani,2,0,4,276254,93,3518,186,5511,75,0,0,276254,2,0,110738,1,9,0,1,27,0,0,2,5510,0,85,160965,0
Alessandro,,Nesta,51,0,0,262191,552,1542,187,5510,75,0,0,262191,4,0,110740,0,9,0,1,27,0,0,4,5565,0,84,160946,0
Adrian,,Siemieniec,2,3,0,275035,227,4013,180,5511,75,0,0,275035,2,0,110745,0,3,0,1,37,0,0,2,5566,0,83,160879,3
Jens,,Gustafsson,51,5,6,249657,189,2016,182,5548,75,0,0,249657,1,0,110746,6,2,0,1,46,0,0,1,5522,0,82,160584,5
Dawid,,Kroczek,2,1,6,72280,243,2510,182,5707,75,0,0,72280,1,0,110747,0,5,1,1,37,0,0,1,5707,0,82,161246,1
Waldemar,,Fornalik,51,9,0,250674,118,2500,173,5511,75,0,0,250674,2,0,110749,2,9,0,1,37,0,0,2,5713,0,88,160753,22
Mircea,,Rednic,51,24,6,250122,167,2508,175,5509,75,0,0,250122,2,0,110750,2,3,0,1,39,0,0,2,5522,0,82,160900,1
Ovidiu,,Sabău,2,24,0,272995,189,1512,176,5511,75,0,0,272995,2,0,110751,0,1,0,1,39,0,0,2,5575,0,82,161021,23
Bogdan,,Andone,2,24,6,250982,26,1519,180,5527,75,0,0,250982,2,0,110752,2,3,1,1,39,0,0,2,5508,0,82,161147,22
Sung Hwan,Jo Sung Hwan,Jo,2,0,0,250550,310,561,171,5520,75,0,0,250550,5,0,110765,0,9,0,1,167,0,0,5,5522,0,88,159909,0
Selçuk,,İnan,2,0,28,272653,114,3514,182,5520,75,0,0,272653,3,0,110776,1,3,1,1,48,0,0,3,5554,0,82,160746,0
,,,51,24,46,265189,182,3517,188,5527,75,0,0,26540,1,3,110799,0,1,0,0,50,0,0,1,5510,0,85,161156,19
Anthony,Tony,da Silva,2,22,4,72194,0,1518,174,5510,75,0,0,72194,1,0,110815,2,5,0,1,38,0,0,1,5566,0,89,161242,23
Luis Miguel,Luis Carrión,Carrión Delgado,2,23,6,145151,140,1501,176,5509,75,0,0,145151,4,0,110827,0,5,0,1,45,0,0,4,5508,0,82,161049,23
Jose Ramón,Sandoval,Sandoval Huertas,51,22,0,249782,188,2017,178,5538,75,0,0,249782,4,0,110832,0,8,0,1,45,0,0,4,5517,0,83,161229,0
Antonio,Antonio Hidalgo,Hidalgo Morilla,51,23,7,257581,160,5,183,5718,75,0,0,257581,4,0,110839,0,9,0,1,45,0,0,4,5713,0,81,161069,0
,,,51,8,6,269824,284,2003,174,5725,75,0,0,26540,2,3,110890,0,1,0,0,14,0,0,2,5715,0,88,160796,23
Miguel,Miguel Álvarez,Álvarez Jurado,51,24,45,269645,293,2500,173,5520,75,0,0,269645,4,0,110902,0,9,0,1,45,0,0,4,5567,0,88,158871,8
Vincenzo,,Vivarini,51,8,8,250660,72,2006,175,5509,75,0,0,250660,2,0,110908,2,3,1,1,27,0,0,2,5505,0,82,160389,8
Diego,,Dabove,2,23,6,249253,292,2512,185,5509,75,0,0,249253,3,0,110953,1,5,0,1,52,0,0,3,5507,0,85,160944,9
,,,51,6,0,249910,675,4004,181,5504,75,0,0,26539,3,0,110955,2,1,1,0,40,0,0,3,5722,0,83,161146,0
,,,0,0,0,63060,16,1,180,5500,75,0,0,26537,2,0,110968,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63061,16,1,180,5500,75,0,0,26537,2,0,110969,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63062,16,1,180,5500,75,0,0,26537,2,0,110974,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,8,0,250587,682,3510,188,5500,75,0,0,26540,3,3,110975,0,1,0,0,54,0,0,3,5508,0,85,161232,23
,,,51,9,0,256112,635,3002,176,5511,75,0,0,26542,6,0,110978,1,3,0,0,55,0,0,6,5510,0,82,158870,9
,,,0,0,0,63063,16,1,180,5500,75,0,0,26537,2,0,110980,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,9,0,249021,114,4017,180,5520,75,0,0,26537,3,0,110981,1,1,0,0,52,0,0,3,5566,0,82,160540,9
,,,0,0,0,63064,16,1,180,5500,75,0,0,26537,2,0,110982,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63065,16,1,180,5500,75,0,0,26537,2,0,110986,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,271887,16,1,182,5560,75,0,0,26541,2,3,110989,0,6,0,0,61,0,0,2,5521,0,82,161242,0
,,,2,12,6,271616,92,57,174,5510,75,0,0,26544,4,0,110990,2,9,0,0,61,0,0,4,5568,0,89,160652,0
,,,2,0,10,279243,36,1543,178,5528,75,0,0,26543,4,0,110991,1,7,0,0,45,0,0,4,5513,0,82,161151,0
,,,51,9,0,265635,69,2508,178,5509,75,0,0,26540,4,3,110998,2,1,1,0,60,0,0,4,5713,0,82,161258,0
,,,0,0,0,63066,16,1,180,5500,75,0,0,26537,2,0,111001,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,2,0,4,266472,65,1516,181,5717,75,0,0,26543,4,0,111006,0,7,0,0,58,0,0,4,5717,0,83,160936,0
,,,0,0,0,63067,16,1,180,5500,75,0,0,26537,2,0,111008,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63068,16,1,180,5500,75,0,0,26537,2,0,111010,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63069,16,1,180,5500,75,0,0,26537,2,0,111014,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Pablo,,Guede,2,19,6,250233,188,3516,178,5555,75,0,0,250233,4,0,111019,1,5,1,1,52,0,0,4,5534,0,83,161038,19
Juan Cruz,,Real,51,0,6,249790,167,1510,175,5520,75,0,0,249790,4,0,111022,2,9,0,1,52,0,0,4,5713,0,82,160421,23
,,,0,0,0,63070,16,1,180,5500,75,0,0,26537,2,0,111052,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,2,9,6,15947,117,1502,176,5521,77,0,0,26543,5,0,111065,0,7,0,0,95,0,0,5,5504,0,82,160294,0
Kamil,,Kuzera,2,5,6,272553,28,16,181,5511,75,0,0,272553,1,0,111083,0,1,0,1,37,0,0,1,5510,0,82,160723,6
Marcin,,Matysiak,51,19,4,71209,167,1507,178,5509,75,0,0,71209,3,0,111085,0,5,0,1,37,0,0,3,5510,0,81,161201,22
Aleksandar,,Vuković,51,9,6,105530,26,33,186,5509,82,0,0,105530,2,0,111086,6,3,1,1,51,0,0,2,5520,0,85,160402,0
Maciej,,Kędziorek,2,5,6,279534,635,3516,175,5555,75,0,0,279534,1,0,111088,0,1,0,1,37,0,0,1,5569,0,82,161120,19
Jacek,,Magiera,51,24,0,105852,195,2006,185,5545,77,0,0,105852,2,0,111092,0,8,0,1,37,0,0,2,5507,0,85,160896,0
Walid,,Regragui,2,0,4,271647,0,25,178,5511,75,0,0,271647,3,0,111111,1,3,0,1,129,0,0,3,5566,0,82,160663,0
Tolunay,,Kafkas,51,21,14,139979,0,49,188,5557,81,0,0,139979,3,0,111117,0,9,1,1,48,0,0,3,5580,0,85,160867,9
Andy,,Myler,2,24,4,267815,26,4,179,5510,75,0,0,267815,1,0,111132,0,3,0,1,25,0,0,1,5510,0,83,159670,8
,,,0,0,0,71667,77,69,173,5511,75,0,0,26540,2,3,111138,1,1,0,0,50,0,0,2,5565,0,88,161203,0
,,,2,0,4,71304,0,14,175,5513,75,0,0,26544,2,0,111139,1,9,0,0,18,0,0,2,5521,0,82,161158,0
,,,51,5,6,249,24,4008,180,5558,76,0,0,26540,3,3,111140,0,1,0,0,14,0,0,3,5512,0,82,160073,3
,,,51,24,0,249070,72,2016,180,5544,75,0,0,26539,2,0,111144,0,1,0,0,95,0,0,2,5584,0,82,158436,8
,,,2,9,4,249423,92,2009,190,5527,75,0,0,26540,2,3,111235,1,1,0,0,21,0,0,2,5712,0,86,155201,8
Sabrina,,Wittmann,100,3,0,72196,500,9531,168,5707,75,0,1,72196,2,0,111239,5,1,0,1,21,0,0,2,5707,0,88,161273,0
,,,51,24,22,250055,26,1553,181,5506,75,0,0,26538,2,0,111276,1,2,0,0,18,0,0,2,5522,0,83,160846,8
,,,51,9,0,250042,182,4006,182,5555,75,0,0,26537,4,0,111325,1,1,1,0,60,0,0,4,5523,0,82,161316,0
,,,0,0,0,63071,16,1,180,5500,75,0,0,26537,2,0,111326,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63072,16,1,180,5500,75,0,0,26537,2,0,111327,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63073,16,1,180,5500,75,0,0,26537,2,0,111328,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,9,0,140065,297,536,178,5506,75,0,0,26544,5,0,111329,0,9,0,0,58,0,0,5,5507,0,83,161233,0
Sami,,Uğurlu,2,0,6,266273,0,2504,175,5511,75,0,0,266273,1,0,111339,0,3,0,1,48,0,0,1,5522,0,82,161117,0
,,,51,2,0,248940,139,4011,180,5555,75,0,0,26540,2,3,111380,0,1,0,0,34,0,0,2,5534,0,81,160416,12
Carl,,Veart,51,9,50,256922,189,1537,182,5507,75,0,0,256922,2,0,111393,2,9,0,1,195,0,0,2,5523,0,82,159942,9
Ruben,,Zadkovich,2,6,0,268274,0,2508,180,5508,75,0,0,268274,2,0,111395,6,2,1,1,195,0,0,2,5566,0,81,161263,5
Mark,,Jackson,51,9,12,272778,693,4006,183,5527,75,0,0,272778,2,0,111396,0,2,1,1,14,0,0,2,5520,0,82,161055,23
Tony,,Popovic,51,6,4,44888,155,1508,193,5555,83,0,0,44888,2,0,111397,2,4,0,1,195,0,0,2,5517,0,85,160237,3
Rob,,Stanton,51,23,0,276248,85,58,180,5511,75,0,0,276248,3,0,111398,1,9,0,1,195,0,0,3,5510,0,83,160962,21
Alen,,Stajcic,51,5,0,248937,72,1535,180,5509,75,0,0,248937,2,0,111399,0,3,0,1,195,0,0,2,5523,0,82,161000,3
Ufuk,,Talay,51,9,8,250843,175,27,178,5509,75,0,0,250843,3,0,111400,2,2,1,1,195,0,0,3,5524,0,83,161097,9
Giovanni,,Stroppa,51,5,45,104061,103,4006,180,5510,80,0,0,104061,3,0,111434,0,3,0,1,27,0,0,3,5567,0,83,161047,9
Otto,,Addo,51,21,28,269910,0,1004,189,5526,75,0,0,269910,9,0,111462,0,9,1,1,117,0,0,9,5523,0,85,161225,21
,,,51,8,0,274054,72,4011,178,5506,75,0,0,26539,2,0,111473,0,1,0,0,198,0,0,2,5713,0,82,160967,24
Carlos,,Queiroz,51,8,0,197234,182,2003,183,5555,80,1,0,197234,3,4,111527,0,3,0,0,38,0,0,4,5524,0,82,160822,9
Rubén,De la Barrera,de la Barrera,0,22,12,250434,245,1526,178,5509,75,0,0,250434,4,0,111539,2,7,0,1,45,0,0,4,5523,0,82,160921,0
,,,0,0,0,63074,16,1,180,5500,75,0,0,26537,2,0,111592,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63075,16,1,180,5500,75,0,0,26537,2,0,111596,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Carles,Carles Cuadrat,Cuadrat Xiqués,51,22,6,254101,662,1536,174,5525,75,0,0,254101,2,0,111629,6,3,0,1,45,0,0,2,5713,0,88,160900,22
,,,2,9,0,249699,65,68,165,5511,75,0,0,26543,3,0,111651,0,7,0,0,14,0,0,3,5520,0,88,161059,0
Eusebio,,Di Francesco,51,23,4,1212,160,2515,178,5514,71,0,0,1212,2,0,111657,1,8,1,1,27,0,0,2,5713,0,82,160967,23
,,,51,24,45,272652,103,2027,178,5527,75,0,0,26540,2,3,111659,0,1,0,0,18,0,0,2,5729,0,82,160752,8
Vitor Manuel,Vitor Pereira,Lopes Pereira,51,3,8,250665,65,1506,175,5511,75,0,0,250665,4,0,111674,0,3,1,1,38,0,0,4,5569,0,82,161185,23
Hernán,,Crespo,2,9,0,262336,65,1508,184,5500,75,0,0,262336,4,0,111701,0,9,1,1,52,0,0,4,5500,0,82,161103,0
Olof,,Mellberg,2,6,18,253159,69,57,187,5511,75,0,0,253159,2,0,111705,0,1,0,1,46,0,0,2,5729,0,85,160759,6
Daniel,,Oldrá,51,8,3,275302,0,1502,183,5511,75,0,0,275302,4,0,111706,0,6,0,1,52,0,0,4,5566,0,82,160886,8
Facundo,,Sava,51,18,0,122377,223,2501,189,5534,83,0,0,122377,3,0,111708,0,3,0,1,52,0,0,3,5522,0,85,161213,6
Francisco,,Meneghini,2,0,18,249404,141,2020,173,5529,75,0,0,249404,3,0,111710,1,9,0,1,52,0,0,3,5508,0,87,160407,0
Frank,,Kudelka,51,9,0,249422,636,1520,176,5551,75,0,0,249422,3,0,111711,6,4,0,1,52,0,0,3,5505,0,82,161217,6
,,,0,0,0,63076,16,1,180,5500,75,0,0,26537,2,0,111715,0,1,1,0,14,0,0,2,5500,0,86,158960,0
Cristian,Kily González,González,51,6,14,257049,65,1526,176,5722,75,0,0,257049,4,0,111716,0,3,1,1,52,0,0,4,5713,0,81,160962,23
,,,0,0,0,63077,16,1,180,5500,75,0,0,26537,2,0,111722,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,21,0,249829,637,548,175,5707,75,0,0,26546,4,0,111724,1,9,0,0,167,0,0,4,5568,0,82,160921,21
Giancarlo,,Italiano,51,23,16,277539,220,2017,183,5527,75,0,0,277539,4,0,111766,1,9,0,1,195,0,0,4,5524,0,83,160893,23
,,,2,3,4,249784,290,3513,185,5555,75,0,0,26538,3,0,111768,1,2,0,0,38,0,0,3,5523,0,85,160951,3
,,,2,0,0,249114,127,559,177,5509,75,0,0,26546,4,0,111769,0,9,0,0,155,0,0,4,5520,0,82,159968,3
,,,2,0,6,278250,298,500,182,5510,75,0,0,26546,4,0,111773,1,9,0,0,155,0,0,4,5566,0,82,160950,0
,,,2,0,0,263753,152,556,180,5520,75,0,0,26546,4,0,111774,1,9,0,0,155,0,0,4,5526,0,83,160140,3
