firstname,commonname,surname,skintypecode,haircolorcode,facialhairtypecode,managerid,hairtypecode,headtypecode,height,seasonaloutfitid,weight,hashighqualityhead,gender,headassetid,ethnicity,faceposerpreset,teamid,eyebrowcode,eyecolorcode,personalityid,headclasscode,nationality,sideburnscode,headvariation,skintonecode,outfitid,hairstylecode,bodytypecode,managerjointeamdate,facialhaircolorcode
Martín,,Demichelis,2,8,4,272362,36,1528,184,5511,75,0,0,134979,2,0,1876,6,9,0,0,52,0,0,3,5525,0,82,160740,8
Jorge,,Almirón,51,22,0,156367,681,1505,185,5527,80,0,0,156367,6,0,1877,6,9,0,1,52,0,0,6,5510,0,85,160706,0
Ivan,,Jovanović,51,24,3,262655,142,4010,180,5505,75,0,0,262655,2,0,1884,0,3,1,1,51,0,0,2,5534,0,82,160237,24
,,,51,9,3,249995,0,33,185,5540,75,0,0,249995,2,0,1886,6,3,0,1,27,0,0,2,5517,0,85,159129,9
Paulo César,Paulo Turra,Turra,2,5,0,277889,681,2001,182,5510,75,0,0,277889,2,0,1887,0,5,1,1,54,0,0,2,5567,0,82,161018,23
Vítor Fernando,Vítor Campelos,Carvalho Campelos,2,9,0,250664,293,4004,180,5505,75,0,0,250664,3,0,1888,2,6,0,1,38,0,0,3,5505,0,83,160097,0
Artur Jorge,Artur Jorge,Araújo Amorim,2,23,8,257182,28,59,184,5521,75,0,0,257182,5,0,1896,0,9,0,1,38,0,0,5,5566,0,82,160602,23
Armando,Petit,Gonçalves Teixeira,2,3,0,4083,290,39,176,5538,68,0,0,4083,2,0,1898,0,3,1,1,38,0,0,2,5501,0,82,160389,3
Tiago Manuel,Tiago Aguiar,Valtelhas de Aguiar,2,6,45,277338,117,21,180,5521,75,0,0,277338,3,0,1900,2,1,0,1,38,0,0,3,5729,0,81,160967,21
,,,2,24,14,273037,111,2021,183,5543,75,0,0,26540,1,3,1903,0,1,0,0,13,0,0,1,5504,0,82,160782,8
,,,51,23,6,249554,242,2516,181,5535,75,0,0,26545,7,2,1905,0,9,0,0,34,0,0,7,5526,0,82,160967,0
,,,51,9,8,259935,25,2516,180,5555,75,0,0,26544,5,0,1906,0,9,0,0,34,0,0,5,5551,0,82,160029,22
,,,51,3,4,254511,0,3500,180,5509,75,0,0,26544,1,0,1908,2,9,0,0,34,0,0,1,5718,0,82,160967,9
,,,51,3,0,250318,59,57,185,5535,75,0,0,26541,2,3,1909,1,6,0,0,34,0,0,2,5586,0,84,160689,0
,,,2,8,0,263729,221,1512,186,5551,75,0,0,26543,2,0,1910,0,7,0,0,34,0,0,2,5566,0,84,159843,0
,,,2,24,4,262475,230,2508,187,5528,75,0,0,26541,1,3,1913,0,6,0,0,34,0,0,1,5504,0,84,160602,9
,,,51,9,6,249706,0,2006,175,5509,75,0,0,26538,1,0,1914,0,2,0,0,34,0,0,1,5578,0,82,160967,1
,,,2,6,50,266271,43,2517,171,5529,75,0,0,26544,2,0,1917,0,9,0,0,42,0,0,2,5713,0,87,160813,3
,,,51,24,0,250174,167,1518,185,5511,75,0,0,26537,3,0,1919,0,1,0,0,14,0,0,3,5566,0,85,160108,6
Rob,,Edwards,2,5,6,102001,283,19,185,5509,74,0,0,102001,2,0,1923,2,6,0,1,50,0,0,2,5566,0,84,160741,9
Thomas,,Frank,51,20,0,250581,9,57,182,5511,75,0,0,250581,2,0,1925,1,5,0,1,13,0,0,2,5567,0,81,159248,3
,,,2,9,6,256437,114,2501,175,5511,75,0,0,26539,3,0,1926,0,1,1,0,14,0,0,3,5510,0,82,160928,1
,,,2,8,6,275168,655,41,188,5511,75,0,0,26539,2,0,1928,0,1,0,0,14,0,0,2,5566,0,85,160892,9
,,,2,9,0,265778,65,42,183,5509,75,0,0,26543,2,0,1929,6,7,0,0,14,0,0,2,5510,0,82,160396,0
,,,51,19,4,261049,140,41,175,5511,75,0,0,26540,1,3,1930,0,1,0,0,195,0,0,1,5725,0,82,160096,6
,,,51,6,6,19103,161,2009,185,5722,76,0,0,26541,3,3,1931,0,6,0,0,14,0,0,3,5722,0,85,160361,6
,,,2,3,0,276649,655,1501,191,5718,75,0,0,26541,2,3,1932,0,6,0,0,42,0,0,2,5523,0,85,160972,3
,,,2,3,6,271964,633,4013,176,5510,75,0,0,26543,2,0,1933,0,7,0,0,14,0,0,2,5713,0,81,160838,6
,,,51,23,4,10884,86,3512,178,5510,85,0,0,26539,1,0,1934,2,1,0,0,50,0,0,1,5713,0,82,160913,4
,,,2,6,8,254818,0,2,175,5509,75,0,0,26538,1,0,1935,6,2,0,0,14,0,0,1,5717,0,82,160846,6
,,,2,5,4,269907,676,2030,178,5511,75,0,0,26541,1,3,1936,2,6,0,0,14,0,0,1,5510,0,81,160598,19
,,,51,0,4,249959,0,22,178,5532,75,0,0,26544,2,0,1937,0,9,0,0,14,0,0,2,5718,0,82,160585,0
,,,51,9,0,19321,221,1556,178,5511,66,0,0,26540,1,3,1938,0,1,1,0,42,0,0,1,5707,0,83,160789,9
,,,51,24,0,245236,293,33,175,5511,81,0,0,26542,2,0,1939,6,3,1,0,14,0,0,2,5510,0,82,160829,8
,,,51,3,6,151182,75,57,175,5511,75,0,0,26543,3,0,1940,0,7,1,0,14,0,0,3,5510,0,82,160000,3
Andoni,Iraola,Iraola Sagarna,2,0,6,251637,160,3,182,5520,75,0,0,251637,2,4,1943,1,3,0,0,45,0,0,2,5718,0,82,160955,0
,,,51,3,4,255983,199,2016,178,5511,75,0,0,26541,1,3,1944,0,6,0,0,14,0,0,1,5510,0,82,159758,6
,,,51,6,6,250311,150,3516,183,5558,75,0,0,26539,2,0,1947,0,1,1,0,14,0,0,2,5713,0,82,160237,0
,,,2,4,6,264197,114,2016,182,5511,75,0,0,26541,1,3,1951,0,6,0,0,14,0,0,1,5726,0,81,160855,6
,,,2,0,4,270334,239,1031,178,5529,75,0,0,26545,6,2,1952,0,9,0,0,14,0,0,6,5523,0,81,160727,0
,,,51,6,0,119834,284,2016,175,5557,72,0,0,26539,2,0,1958,0,1,1,0,14,0,0,2,5713,0,83,160488,6
,,,51,8,6,140975,65,9,185,5510,73,0,0,26540,2,3,1960,1,1,0,0,35,0,0,2,5566,0,85,160958,0
,,,51,0,8,249337,186,1535,184,5509,75,0,0,26543,3,0,1961,2,7,1,0,48,0,0,3,5505,0,82,160939,23
,,,2,9,0,138193,310,2504,175,5510,70,0,0,26541,2,3,1962,0,6,1,0,14,0,0,2,5566,0,82,160108,9
Sergio,Sergio González,González Soriano,51,23,4,135804,230,2016,182,5557,77,1,0,135804,2,0,1968,0,3,0,0,45,0,0,4,5522,0,3,160431,23
,,,2,9,0,149092,243,19,197,5560,77,0,0,26537,2,0,1971,0,1,0,0,34,0,0,2,5507,0,85,159718,0
Per,,Frandsen,51,2,0,277617,138,2006,184,5511,75,0,0,277617,4,0,2002,0,9,0,1,13,0,0,4,5521,0,82,158776,2
Florian,,Kohfeldt,2,2,6,249388,212,4015,185,5511,75,0,0,249388,2,0,2013,0,1,1,1,21,0,0,2,5521,0,85,160944,6
Alexander,,Blessin,2,9,6,256828,291,2508,191,5553,75,0,0,256828,3,0,2014,0,1,0,1,21,0,0,3,5522,0,85,160439,3
Markus,,Schopp,51,8,4,10059,205,1553,188,5509,82,0,0,10059,2,0,2017,0,2,1,1,4,0,0,2,5552,0,85,160756,8
Won Kwon,Choi Won Kwon,Choi,2,0,0,272605,310,533,175,5506,75,0,0,272605,4,0,2056,0,3,0,1,167,0,0,4,5566,0,81,160731,0
Cláudio Roberto,Caçapa,da Silva,51,21,0,277059,0,1038,180,5707,75,0,0,277059,8,0,8001,0,9,0,1,54,0,0,8,5713,0,82,160991,21
Álvaro Adriano,Álvaro Pacheco,Teixeira Pacheco,2,24,8,262409,321,1502,180,5511,75,0,0,262409,3,0,10020,0,6,1,1,38,0,0,3,5712,0,82,160955,24
,,,2,5,20,254885,114,1554,198,5509,75,0,0,26540,4,3,10029,2,1,0,0,95,0,0,4,5522,0,84,160824,24
,,,2,5,6,249957,39,2515,178,5527,75,0,0,26541,2,3,10030,0,6,1,0,21,0,0,2,5569,0,82,160237,6
Paulo Sérgio,Paulo Sérgio,Bento Brito,2,3,0,251907,189,3507,186,5509,75,0,0,251907,2,0,10031,6,3,0,1,38,0,0,2,5523,0,86,159730,3
Mattia,,Croci-Torti,2,9,0,264598,310,40,178,5557,75,0,0,264598,2,0,10032,0,5,0,1,47,0,0,2,5521,0,82,160318,9
Jon Andoni,Jon Bolo,Pérez Alonso,2,9,28,252808,189,1532,186,5511,75,0,0,252808,2,0,10846,0,3,0,1,45,0,0,2,5534,0,85,160967,9
Freyr,,Alexandersson,2,19,8,269393,135,48,180,5558,75,0,0,269393,2,0,15001,0,3,0,1,24,0,0,2,5520,0,82,160237,6
Joachim,,Standfest,2,6,4,275830,177,34,180,5510,75,0,0,275830,2,0,15009,0,9,0,1,4,0,0,2,5565,0,82,160949,23
,,,2,0,0,151443,0,1502,183,5509,77,0,0,26544,5,0,15015,0,9,0,0,145,0,0,5,5707,0,82,160668,0
Thomas,,Silberberger,51,9,0,251657,321,1521,182,5509,75,0,0,251657,2,0,15040,6,2,1,1,4,0,0,2,5552,0,82,157315,1
,,,2,17,14,259496,655,4019,170,5511,75,0,0,26539,1,0,15048,0,1,0,0,14,0,0,1,5506,0,88,160863,27
Edward,,Still,1,12,4,262232,77,2000,185,5558,75,0,0,262232,2,0,100081,2,1,1,1,7,0,0,2,5569,0,85,160237,7
Marc,,Brys,51,24,0,249974,8,21,173,5531,75,0,0,249974,2,0,100087,1,1,0,1,7,0,0,2,5507,0,87,159857,1
Ricardo Manuel,Sá Pinto,Silva Sá Pinto,2,6,0,250380,32,1506,178,5509,75,0,0,250380,4,0,100135,1,5,1,1,38,0,0,4,5507,0,81,160944,0
Toni,,Korkeakunnas,2,1,45,277071,141,4019,174,5520,75,0,0,277071,2,0,100325,0,8,0,1,17,0,0,2,5713,0,89,160979,19
,,,2,6,46,262686,186,2006,178,5557,75,0,0,26543,2,0,100409,0,7,0,0,21,0,0,2,5566,0,82,160602,3
,,,51,8,6,250365,154,1520,176,5555,75,0,0,26537,2,0,100632,0,1,0,0,34,0,0,2,5717,0,82,160602,23
,,,51,24,0,249700,189,42,180,5547,75,0,0,26537,2,0,100634,0,1,0,0,34,0,0,2,5523,0,82,160602,9
,,,51,3,6,276351,244,9,188,5509,75,0,0,26543,3,0,100646,0,7,0,0,34,0,0,3,5507,0,85,160969,19
Ovidiu,,Burcă,2,22,6,275908,159,4006,186,5521,75,0,0,275908,2,0,100757,0,3,0,1,39,0,0,2,5507,0,84,160622,22
Elias,,Charalambous,2,22,6,275009,8,2,182,5511,75,0,0,275009,3,0,100761,0,9,0,1,11,0,0,3,5510,0,82,160874,22
Steven,,MacLean,2,19,6,275194,77,41,183,5510,75,0,0,275194,1,0,100804,0,1,0,1,42,0,0,1,5510,0,81,160891,6
Stephen,,Robinson,2,24,8,250536,149,2510,173,5511,75,0,0,250536,2,0,100805,0,3,0,1,35,0,0,2,5510,0,88,160473,12
Francisco,Fran Fernández,Fernández Díaz,2,0,0,249400,284,3510,178,5555,75,0,0,249400,4,0,100831,0,9,0,1,45,0,0,4,5524,0,82,160361,0
Víctor,Víctor Sánchez,Sánchez del Amo,51,6,4,110158,165,2517,183,5548,77,0,0,110158,2,0,100851,0,9,0,1,45,0,0,2,5508,0,82,160950,12
Borja,Borja Jiménez,Jiménez Sáez,2,0,6,257378,114,17,175,5555,75,0,0,257378,4,0,100888,0,3,0,1,45,0,0,4,5523,0,82,160942,0
Tolunay,,Kafkas,51,21,4,139979,0,3518,188,5557,81,0,0,139979,2,0,101007,0,9,1,1,48,0,0,2,5580,0,85,160867,23
Emre,,Belözoğlu,2,0,16,264730,321,1547,169,5557,75,0,0,264730,3,0,101014,0,3,1,1,48,0,0,3,5565,0,88,160331,0
Patrick,,Kluivert,2,23,0,276525,47,1016,191,5517,75,0,0,276525,9,0,101016,1,9,0,1,34,0,0,9,5517,0,85,160967,21
Çağdaş,,Atan,2,0,12,257918,65,68,187,5527,75,0,0,257918,4,0,101020,0,9,1,1,48,0,0,4,5566,0,86,160586,0
Volkan,,Demirel,2,0,28,266022,155,3502,191,5558,75,0,0,266022,2,0,101028,0,3,1,1,48,0,0,2,5500,0,85,160682,0
Aleksandar,,Stanojević,2,3,0,248936,188,4006,181,5509,75,0,0,248936,2,0,101033,0,3,0,1,51,0,0,2,5506,0,82,160802,0
İlhan,,Palut,51,0,18,254545,176,2522,175,5527,75,0,0,254545,4,0,101037,0,9,1,1,48,0,0,4,5510,0,82,160949,0
Servet,,Çetin,2,21,12,276121,597,2522,191,5527,75,0,0,276121,2,0,101041,1,9,0,1,48,0,0,2,5569,0,86,160967,21
Mircea,,Lucescu,51,9,0,250121,22,519,177,5555,75,0,0,250121,5,0,101047,1,3,1,1,39,0,0,5,5566,0,83,159894,0
,,,51,2,0,276626,182,3516,180,5508,75,0,0,26539,2,0,101059,0,1,0,0,34,0,0,2,5567,0,82,160969,2
Eduardo,,Domínguez,51,22,18,142700,159,1518,185,5507,82,0,0,142700,4,0,101083,1,9,0,1,52,0,0,4,5508,0,85,160423,23
Sebastián Ariel,,Romero,51,3,6,272865,149,1506,173,5551,75,0,0,272865,4,0,101084,1,4,1,1,52,0,0,4,5566,0,88,160788,23
Fernando,,Gago,2,3,45,260579,199,4011,178,5500,75,0,0,165517,3,3,101085,1,3,0,0,52,0,0,2,5713,0,82,160348,22
Sebastián,,Méndez,51,0,6,250472,0,1505,177,5554,75,0,0,250472,1,0,101088,0,5,1,1,52,0,0,1,5522,0,82,160963,3
,,,0,0,0,63006,16,1,180,5500,75,0,0,26537,2,0,101097,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63007,16,1,180,5500,75,0,0,26537,2,0,101100,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,2,0,6,249027,161,17,184,5707,75,0,0,26543,3,0,101101,0,7,0,0,56,0,0,3,5566,0,82,160742,23
,,,0,0,0,63008,16,1,180,5500,75,0,0,26537,2,0,101103,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63009,16,1,180,5500,75,0,0,26537,2,0,101104,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,24,0,248929,79,3003,171,5557,75,0,0,26547,6,0,101105,2,3,1,0,56,0,0,6,5507,0,88,159668,0
,,,0,0,0,63010,16,1,180,5500,75,0,0,26537,2,0,101108,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,0,8,259338,297,2504,178,5509,75,0,0,26544,4,0,101109,1,9,0,0,60,0,0,4,5508,0,82,160572,23
,,,0,0,0,63011,16,1,180,5500,75,0,0,26537,2,0,101110,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,2,9,6,264669,24,2016,171,5507,75,0,0,26541,3,3,101112,1,6,1,0,27,0,0,3,5534,0,88,160294,0
,,,51,2,0,232303,641,59,181,5558,78,0,0,26539,1,0,105035,2,1,0,0,34,0,0,1,5512,0,83,160786,1
Miguel Ángel,Míchel,Sánchez Muñoz,2,22,4,146777,160,3509,174,5509,66,1,0,146777,4,0,110062,0,4,0,0,45,0,0,4,5567,0,87,160245,23
Alessio,,Lisci,0,3,6,265765,151,3510,172,5557,75,0,0,265765,4,0,110069,1,8,0,1,27,0,0,4,5551,0,88,160951,3
Dorinel,,Munteanu,2,6,0,275653,29,2517,180,5514,75,0,0,275653,2,0,110072,6,2,0,1,39,0,0,2,5551,0,82,160242,6
Gheorghe,,Hagi,51,9,0,262188,154,1500,172,5511,75,0,0,262188,3,0,110075,1,3,1,1,39,0,0,3,5566,0,88,160227,0
Florin,,Pârvu,2,9,6,274247,141,3516,184,5551,75,0,0,274247,2,0,110078,0,5,1,1,39,0,0,2,5551,0,81,160824,23
,,,51,9,0,250085,244,4002,180,5544,75,0,0,250085,1,0,110081,6,9,0,1,35,0,0,1,5578,0,82,160761,3
Carlos,,Tévez,2,0,4,269700,77,54,171,5527,75,1,0,143001,5,2,110093,1,9,1,0,52,0,0,5,5566,0,9,160593,0
Thomas,,Wörle,2,6,0,276667,284,1505,184,5554,75,0,0,276667,1,0,110176,0,3,0,1,21,0,0,1,5522,0,81,160237,6
Gerhard,,Kleppinger,51,24,0,261132,26,3506,186,5521,75,0,0,261132,1,0,110178,0,1,0,1,21,0,0,1,5569,0,85,160894,0
Cristóbal,Cristóbal Parralo,Parralo Aguilera,51,23,0,249168,212,2500,178,5509,75,0,0,249168,4,0,110242,0,9,0,1,45,0,0,4,5504,0,82,160097,23
,,,51,9,6,249698,26,2515,178,5511,75,0,0,26544,1,0,110313,1,9,1,0,14,0,0,1,5580,0,83,157759,1
,,,2,9,28,250168,117,41,169,5511,75,0,0,26543,2,0,110321,0,7,0,0,18,0,0,2,5566,0,87,160956,23
,,,0,6,6,273963,141,2009,183,5527,75,0,0,26541,2,3,110329,0,6,0,0,21,0,0,2,5569,0,82,160777,19
Paulo Manuel,Paulo Sousa,Carvalho Sousa,51,9,0,250265,229,1526,177,5530,75,0,0,250265,5,0,110373,0,3,0,1,38,0,0,5,5566,0,81,160831,0
Vincenzo,,Italiano,2,0,14,251172,0,1509,171,5511,75,0,0,251172,3,3,110374,1,3,1,0,27,0,0,3,5717,0,88,160237,23
Federico,,Vilar,51,0,6,269122,98,1508,180,5525,75,0,0,269122,5,0,110394,1,9,0,1,52,0,0,5,5525,0,81,160923,0
Frank,,Kudelka,51,9,0,249422,636,1520,176,5551,75,0,0,249422,3,0,110395,6,4,0,1,52,0,0,3,5505,0,82,160256,6
Gabriel,,Heinze,51,5,45,8222,9,3503,178,5521,72,0,0,8222,3,0,110396,0,2,1,1,52,0,0,3,5522,0,82,160731,9
Julio César,,Falcioni,51,23,6,249819,291,2502,182,5511,75,0,0,249819,3,0,110404,1,2,0,1,52,0,0,3,5566,0,82,160634,1
Nestor,,Gorosito,51,24,0,250162,44,1509,177,5509,75,0,0,250162,5,0,110406,0,9,1,1,52,0,0,5,5507,0,82,160838,23
,,,2,20,0,276459,140,1521,180,5511,75,0,0,26541,2,3,110456,0,6,0,0,38,0,0,2,5566,0,82,160971,20
Miroslav,,Koubek,51,22,0,277803,0,4021,185,5511,75,0,0,277803,1,0,110468,2,6,0,1,12,0,0,1,5566,0,85,160941,9
Sreto,,Ristic,2,21,4,274224,65,604,189,5511,75,0,0,274224,3,0,110482,1,3,0,1,51,0,0,3,5510,0,85,160828,21
,,,2,9,6,249658,154,1509,185,5511,75,0,0,26543,2,0,110500,0,7,0,0,21,0,0,2,5566,0,85,159333,9
Alexander,,Ende,2,9,4,276294,24,3516,180,5527,75,0,0,276294,1,0,110501,0,4,0,1,21,0,0,1,5510,0,81,160966,8
,,,2,6,6,169229,0,3513,174,5521,68,0,0,26538,3,0,110502,0,2,1,0,21,0,0,3,5552,0,88,160237,6
Rüdiger,,Rehm,2,3,6,109317,35,54,184,5527,74,0,0,109317,2,0,110532,2,3,1,1,21,0,0,2,5520,0,82,160397,3
Alberto,,Gilardino,51,5,4,272679,139,2517,184,5555,75,0,0,272679,4,0,110556,2,3,0,1,27,0,0,4,5522,0,82,160760,6
Miguel Ángel,,Russo,51,8,0,250106,292,1526,175,5511,75,0,0,250106,5,0,110580,2,9,0,1,52,0,0,5,5524,0,81,160773,3
,,,51,3,6,249128,57,42,184,5509,75,0,0,26540,2,3,110588,2,1,0,0,21,0,0,2,5708,0,83,160098,22
,,,2,0,8,105292,45,1003,180,5510,79,0,0,26545,8,2,110636,0,9,1,0,21,0,0,8,5510,0,82,160459,0
Olaf,,Janßen,51,9,0,250193,234,58,177,5536,75,0,0,250193,2,0,110645,1,2,0,1,21,0,0,2,5566,0,82,160087,0
Jan,,Zimmermann,2,9,4,263800,642,3510,180,5506,75,0,0,263800,2,0,110676,0,6,0,1,21,0,0,2,5569,0,82,160824,9
Thomas,,Stamm,2,5,16,262753,160,1505,180,5557,75,0,0,262753,2,0,110691,0,1,0,1,47,0,0,2,5522,0,81,160237,6
Gerald,,Scheiblehner,51,23,6,275685,289,1553,181,5541,75,0,0,275685,2,0,110720,0,1,0,1,4,0,0,2,5551,0,82,160237,23
Steven,,Defour,2,22,28,272343,0,59,175,5509,75,1,0,170815,2,4,110724,1,6,1,0,7,0,0,2,5534,0,82,160710,0
Alberto,,Aquilani,2,0,4,276254,93,3518,186,5511,75,0,0,276254,2,0,110738,1,9,0,1,27,0,0,2,5510,0,85,160965,0
Alessandro,,Nesta,2,0,0,262191,552,1542,187,5510,75,0,0,262191,4,0,110740,0,9,0,1,27,0,0,4,5565,0,84,160946,0
Adrian,,Siemieniec,2,3,0,275035,227,4013,180,5511,75,0,0,275035,2,0,110745,0,3,0,1,37,0,0,2,5510,0,83,160879,3
Jens,,Gustafsson,51,3,6,249657,189,4005,182,5548,75,0,0,249657,2,0,110746,1,6,0,1,46,0,0,2,5522,0,82,160584,3
Jacek,,Zieliński,51,9,0,249617,289,2518,182,5558,75,0,0,249617,2,0,110747,1,1,1,1,37,0,0,2,5520,0,82,160369,0
Waldemar,,Fornalik,51,9,0,250674,118,2500,173,5510,75,0,0,250674,2,0,110749,2,9,0,1,37,0,0,2,5569,0,88,160753,22
Mircea,,Rednic,51,9,6,250122,167,2508,175,5527,75,0,0,250122,2,0,110750,2,3,0,1,39,0,0,2,5522,0,82,160900,1
Ovidiu,,Sabău,2,23,0,272995,189,1512,178,5511,75,0,0,272995,2,0,110751,0,1,0,1,39,0,0,2,5575,0,82,161021,23
Mihai,,Ciobanu,51,22,6,272610,297,59,181,5552,75,0,0,272610,3,0,110752,1,3,0,1,39,0,0,3,5520,0,82,160951,22
Sung Hwan,Jo Sung Hwan,Jo,2,0,0,250550,101,561,171,5520,75,0,0,250550,4,0,110765,0,9,0,1,167,0,0,4,5522,0,88,159909,0
Erdal,,Güneş,2,0,14,274294,649,1539,184,5510,75,0,0,274294,4,0,110776,1,9,1,1,48,0,0,4,5521,0,82,160808,21
,,,2,3,0,262312,0,2009,186,5511,75,0,0,26538,2,0,110799,2,2,0,0,14,0,0,2,5710,0,86,159445,4
Leo,,Grozavu,51,9,6,254286,310,4006,186,5557,75,0,0,254286,2,0,110815,0,3,1,1,39,0,0,2,5728,0,85,160709,1
Álvaro,Álvaro Cervera,Cervera Díaz,51,9,18,248965,290,2518,165,5557,75,0,0,248965,4,0,110827,0,9,1,1,45,0,0,4,5504,0,88,160711,9
Francisco,Paco López,López Fernández,51,0,0,249402,0,4006,172,5509,75,0,0,249402,2,0,110832,0,9,0,1,45,0,0,2,5504,0,88,160733,0
José Ángel,Cuco Ziganda,Ziganda,51,3,6,241715,655,2508,185,5547,78,1,0,241715,4,3,110839,6,5,0,0,45,0,0,4,5517,0,84,160584,19
,,,2,8,6,269824,186,2003,174,5509,75,0,0,26540,2,3,110890,0,1,0,0,14,0,0,2,5510,0,88,160796,23
Miguel,Miguel Álvarez,Álvarez Jurado,51,24,4,269645,293,2500,173,5554,75,0,0,269645,4,0,110902,0,9,0,1,45,0,0,4,5567,0,88,158871,24
Vincenzo,,Vivarini,51,8,8,250660,72,2006,175,5509,75,0,0,250660,2,0,110908,2,3,1,1,27,0,0,2,5505,0,82,160389,8
Diego,,Dabove,2,23,6,249253,292,30,185,5509,75,0,0,249253,3,0,110953,1,5,0,1,52,0,0,3,5507,0,85,160944,9
,,,51,0,0,249679,220,560,179,5509,75,0,0,26546,4,0,110955,0,9,0,0,155,0,0,4,5522,0,82,160480,3
,,,51,0,0,249091,655,1500,180,5520,75,0,0,26539,4,0,110967,0,1,0,0,52,0,0,4,5569,0,82,160835,0
,,,2,3,0,249047,24,30,180,5504,75,0,0,26541,2,3,110968,2,6,0,0,45,0,0,2,5501,0,82,160786,0
,,,0,0,0,63030,16,1,180,5500,75,0,0,26537,2,0,110969,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63031,16,1,180,5500,75,0,0,26537,2,0,110970,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,2,0,6,272768,198,1519,175,5722,75,0,0,26541,6,3,110975,1,6,0,0,55,0,0,6,5522,0,81,160991,0
,,,51,9,0,256112,635,3002,176,5511,75,0,0,26542,6,0,110978,1,3,0,0,55,0,0,6,5510,0,82,158870,0
,,,51,0,0,249516,289,42,181,5529,75,0,0,26543,4,0,110980,1,7,1,0,53,0,0,4,5524,0,82,159966,0
,,,2,23,6,249255,59,20,180,5511,75,0,0,26543,2,0,110981,1,7,0,0,60,0,0,2,5500,0,82,160979,9
,,,0,0,0,63032,16,1,180,5500,75,0,0,26537,2,0,110982,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,8,0,249559,37,19,183,5524,75,0,0,26547,6,0,110984,1,3,0,0,56,0,0,6,5523,0,83,160945,0
,,,0,6,4,249944,631,2020,179,5527,75,0,0,26541,2,3,110986,6,6,1,0,52,0,0,2,5567,0,81,160532,6
,,,0,0,0,63033,16,1,180,5500,75,0,0,26537,2,0,110987,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,51,0,0,260069,29,1536,173,5555,75,0,0,26544,5,0,110989,1,9,1,0,61,0,0,5,5552,0,89,160725,0
,,,2,12,6,271616,92,57,174,5510,75,0,0,26544,4,0,110990,2,9,0,0,61,0,0,4,5505,0,89,160652,0
,,,0,0,0,63034,16,1,180,5500,75,0,0,26537,2,0,110993,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63035,16,1,180,5500,75,0,0,26537,2,0,110998,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63036,16,1,180,5500,75,0,0,26537,2,0,111004,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,2,0,0,249180,59,1505,174,5521,75,0,0,26541,4,3,111008,0,6,0,0,52,0,0,4,5567,0,88,160054,0
,,,0,0,0,63037,16,1,180,5500,75,0,0,26537,2,0,111010,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63038,16,1,180,5500,75,0,0,26537,2,0,111011,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,2,9,0,250587,24,42,188,5500,75,0,0,26540,3,3,111013,0,1,0,0,54,0,0,3,5508,0,85,160746,0
,,,0,0,0,249724,16,1,185,5505,75,0,0,26537,2,0,111014,0,1,1,0,60,0,0,2,5523,0,85,160847,0
Gabriel,,Milito,2,3,6,138654,691,3516,179,5527,78,0,0,138654,3,0,111019,1,5,1,1,52,0,0,3,5522,0,82,160074,0
Guillermo,,Farré,2,0,0,273695,189,34,168,5510,75,0,0,273695,3,0,111022,0,9,0,1,52,0,0,3,5569,0,87,160184,0
,,,0,0,0,63039,16,1,180,5500,75,0,0,26537,2,0,111042,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,0,0,0,63040,16,1,180,5500,75,0,0,26537,2,0,111052,0,1,1,0,14,0,0,2,5500,0,86,158960,0
,,,2,9,6,15947,117,1502,176,5521,77,0,0,26543,5,0,111065,0,7,0,0,95,0,0,5,5504,0,82,160294,0
Kamil,,Kuzera,2,5,6,272553,227,57,181,5511,75,0,0,272553,2,0,111083,0,1,0,1,37,0,0,2,5510,0,82,160723,6
Kazimierz,,Moskal,51,24,0,148404,65,2016,182,5511,78,0,0,148404,1,0,111085,0,4,0,1,37,0,0,1,5510,0,82,160602,24
Aleksandar,,Vuković,51,5,6,105530,26,33,186,5511,82,0,0,105530,2,0,111086,6,3,1,1,51,0,0,2,5520,0,85,160402,0
Constantin,,Gâlcă,51,3,6,249154,160,4006,178,5511,75,0,0,249154,3,0,111088,0,9,0,1,39,0,0,3,5507,0,81,160891,0
Jacek,,Magiera,51,24,0,105852,195,2006,185,5527,77,0,0,105852,2,0,111092,0,8,0,1,37,0,0,2,5507,0,85,160896,0
